Entity,Code,Year,Upper bound (%),Lower bound (%),Estimated prevalence (%)
Afghanistan,AFG,1980,12.4,8.5,10.4
Afghanistan,AFG,1981,12.4,8.5,10.5
Afghanistan,AFG,1982,12.4,8.5,10.5
Afghanistan,AFG,1983,12.6,8.6000004,10.5
Afghanistan,AFG,1984,12.7,8.6000004,10.6
Afghanistan,AFG,1985,12.7,8.5,10.6
Afghanistan,AFG,1986,12.8,8.6000004,10.6
Afghanistan,AFG,1987,12.9,8.6000004,10.7
Afghanistan,AFG,1988,13,8.6000004,10.7
Afghanistan,AFG,1989,13.1,8.6999998,10.8
Afghanistan,AFG,1990,13.1,8.8999996,10.8
Afghanistan,AFG,1991,13.2,8.8999996,10.9
Afghanistan,AFG,1992,13.3,9.1000004,11
Afghanistan,AFG,1993,13.4,9.1999998,11.1
Afghanistan,AFG,1994,13.4,9.1999998,11.2
Afghanistan,AFG,1995,13.7,9.3000002,11.3
Afghanistan,AFG,1996,13.8,9.3999996,11.4
Afghanistan,AFG,1997,13.9,9.6000004,11.6
Afghanistan,AFG,1998,14,9.6999998,11.7
Afghanistan,AFG,1999,14.1,9.6999998,11.8
Afghanistan,AFG,2000,14.2,9.6999998,11.8
Afghanistan,AFG,2001,14.2,9.8000002,11.8
Afghanistan,AFG,2002,14.3,9.8000002,11.9
Afghanistan,AFG,2003,14.3,9.8000002,11.9
Afghanistan,AFG,2004,14.2,9.8000002,11.9
Afghanistan,AFG,2005,14.3,9.8000002,11.9
Afghanistan,AFG,2006,14.4,9.6999998,12
Afghanistan,AFG,2007,14.4,9.6999998,12
Afghanistan,AFG,2008,14.4,9.8000002,12
Afghanistan,AFG,2009,14.3,9.8000002,12
Afghanistan,AFG,2010,14.4,9.8000002,11.9
Afghanistan,AFG,2011,14.3,9.8999996,11.9
Afghanistan,AFG,2012,14.2,9.8000002,11.9
Albania,ALB,1980,24.200001,18.5,21.299999
Albania,ALB,1981,24.200001,18.6,21.299999
Albania,ALB,1982,24.200001,18.6,21.299999
Albania,ALB,1983,24.1,18.6,21.299999
Albania,ALB,1984,24.200001,18.6,21.299999
Albania,ALB,1985,24.1,18.6,21.299999
Albania,ALB,1986,24,18.6,21.299999
Albania,ALB,1987,24,18.700001,21.299999
Albania,ALB,1988,24,18.700001,21.299999
Albania,ALB,1989,24.1,18.6,21.200001
Albania,ALB,1990,24,18.700001,21.200001
Albania,ALB,1991,24.1,18.799999,21.299999
Albania,ALB,1992,24.1,18.799999,21.299999
Albania,ALB,1993,23.9,18.799999,21.299999
Albania,ALB,1994,23.799999,18.799999,21.4
Albania,ALB,1995,23.700001,18.799999,21.299999
Albania,ALB,1996,23.6,18.9,21.200001
Albania,ALB,1997,23.200001,18.6,20.9
Albania,ALB,1998,22.700001,18.5,20.6
Albania,ALB,1999,22.299999,18.200001,20.299999
Albania,ALB,2000,21.799999,18.200001,20
Albania,ALB,2001,21.299999,17.9,19.700001
Albania,ALB,2002,20.9,17.799999,19.4
Albania,ALB,2003,20.1,17.1,18.700001
Albania,ALB,2004,19.5,16.6,18.1
Albania,ALB,2005,19.700001,16.6,18.200001
Albania,ALB,2006,19.9,16.799999,18.4
Albania,ALB,2007,20.4,17,18.700001
Albania,ALB,2008,20.9,17.299999,19.1
Albania,ALB,2009,21.299999,17.700001,19.5
Albania,ALB,2010,21.700001,18,19.799999
Albania,ALB,2011,22.200001,18.200001,20.1
Albania,ALB,2012,22.700001,18.4,20.5
Algeria,DZA,1980,18.200001,13,15.6
Algeria,DZA,1981,18.200001,13.2,15.7
Algeria,DZA,1982,18.299999,13.3,15.7
Algeria,DZA,1983,18.299999,13.4,15.8
Algeria,DZA,1984,18.4,13.4,15.8
Algeria,DZA,1985,18.5,13.4,15.9
Algeria,DZA,1986,18.700001,13.4,15.9
Algeria,DZA,1987,18.799999,13.5,16
Algeria,DZA,1988,18.9,13.6,16.1
Algeria,DZA,1989,18.9,13.6,16.200001
Algeria,DZA,1990,19,13.7,16.299999
Algeria,DZA,1991,19,13.9,16.4
Algeria,DZA,1992,19.1,14.1,16.5
Algeria,DZA,1993,19.299999,14.2,16.6
Algeria,DZA,1994,19.4,14.3,16.700001
Algeria,DZA,1995,19.4,14.5,16.799999
Algeria,DZA,1996,19.4,14.6,16.9
Algeria,DZA,1997,19,14.4,16.700001
Algeria,DZA,1998,18.5,14.4,16.299999
Algeria,DZA,1999,18.1,14.2,16.1
Algeria,DZA,2000,17.6,14.1,15.8
Algeria,DZA,2001,17.200001,13.9,15.5
Algeria,DZA,2002,16.799999,13.7,15.2
Algeria,DZA,2003,15.9,13.1,14.4
Algeria,DZA,2004,15.1,12.2,13.6
Algeria,DZA,2005,14.4,11.5,12.9
Algeria,DZA,2006,13.7,10.9,12.3
Algeria,DZA,2007,13.2,10.5,11.8
Algeria,DZA,2008,12.8,10.2,11.4
Algeria,DZA,2009,12.4,10,11.1
Algeria,DZA,2010,12.2,9.8000002,10.9
Algeria,DZA,2011,12.4,9.8000002,11
Algeria,DZA,2012,12.7,9.8999996,11.2
Andorra,AND,1980,34.5,26.700001,30.5
Andorra,AND,1981,34.5,26.6,30.6
Andorra,AND,1982,34.799999,26.700001,30.700001
Andorra,AND,1983,35,26.9,30.799999
Andorra,AND,1984,35.099998,27.200001,30.9
Andorra,AND,1985,35.200001,27.5,31.1
Andorra,AND,1986,35.200001,27.4,31.200001
Andorra,AND,1987,35,27.6,31.200001
Andorra,AND,1988,34.900002,27.700001,31.200001
Andorra,AND,1989,35,27.9,31.200001
Andorra,AND,1990,34.900002,27.9,31.1
Andorra,AND,1991,34.599998,28,31
Andorra,AND,1992,34.400002,27.9,31
Andorra,AND,1993,34.299999,28.1,31
Andorra,AND,1994,34.200001,28.200001,31
Andorra,AND,1995,33.900002,28.200001,31
Andorra,AND,1996,33.700001,28.299999,30.9
Andorra,AND,1997,33.400002,28.4,30.799999
Andorra,AND,1998,33.099998,28.5,30.700001
Andorra,AND,1999,32.900002,28.5,30.6
Andorra,AND,2000,32.599998,28.4,30.5
Andorra,AND,2001,32.400002,28.1,30.200001
Andorra,AND,2002,32.099998,28,30
Andorra,AND,2003,31.700001,27.5,29.5
Andorra,AND,2004,31.4,26.9,29.1
Andorra,AND,2005,31.1,26.299999,28.6
Andorra,AND,2006,30.6,25.799999,28.1
Andorra,AND,2007,30.200001,25.299999,27.700001
Andorra,AND,2008,29.700001,25,27.299999
Andorra,AND,2009,29.200001,24.9,27
Andorra,AND,2010,28.799999,24.700001,26.700001
Andorra,AND,2011,28.6,24.6,26.6
Andorra,AND,2012,28.6,24.5,26.6
Angola,AGO,1980,10.6,7.0999999,8.6999998
Angola,AGO,1981,10.6,7.0999999,8.6999998
Angola,AGO,1982,10.8,7,8.8000002
Angola,AGO,1983,10.9,7.0999999,8.8000002
Angola,AGO,1984,10.9,7.0999999,8.8000002
Angola,AGO,1985,10.9,7.1999998,8.8000002
Angola,AGO,1986,10.8,7.1999998,8.8999996
Angola,AGO,1987,10.9,7.1999998,8.8999996
Angola,AGO,1988,10.8,7.1999998,8.8999996
Angola,AGO,1989,10.8,7.1999998,8.8999996
Angola,AGO,1990,10.9,7.3000002,8.8999996
Angola,AGO,1991,10.9,7.1999998,8.8999996
Angola,AGO,1992,11.1,7.1999998,8.8999996
Angola,AGO,1993,11,7.0999999,8.8999996
Angola,AGO,1994,11,7.0999999,8.8999996
Angola,AGO,1995,10.9,7.0999999,8.8999996
Angola,AGO,1996,10.9,7.1999998,8.8999996
Angola,AGO,1997,10.9,7.1999998,8.8999996
Angola,AGO,1998,10.8,7.1999998,8.8999996
Angola,AGO,1999,11,7.1999998,8.8999996
Angola,AGO,2000,10.9,7.1999998,8.8999996
Angola,AGO,2001,10.8,7.1999998,8.8999996
Angola,AGO,2002,10.8,7.0999999,8.8999996
Angola,AGO,2003,10.8,7.0999999,8.8999996
Angola,AGO,2004,10.8,7.0999999,8.8999996
Angola,AGO,2005,10.8,7.1999998,8.8999996
Angola,AGO,2006,10.8,7.0999999,8.8999996
Angola,AGO,2007,10.7,7.0999999,8.8000002
Angola,AGO,2008,10.7,7,8.8000002
Angola,AGO,2009,10.7,7,8.8000002
Angola,AGO,2010,10.7,7,8.8000002
Angola,AGO,2011,10.7,7,8.6999998
Angola,AGO,2012,10.8,7,8.6999998
Antigua and Barbuda,ATG,1980,6.3000002,4.1999998,5.1999998
Antigua and Barbuda,ATG,1981,6.1999998,4.0999999,5.0999999
Antigua and Barbuda,ATG,1982,6.1999998,4.0999999,5
Antigua and Barbuda,ATG,1983,6.0999999,4,4.9000001
Antigua and Barbuda,ATG,1984,5.9000001,3.9000001,4.8000002
Antigua and Barbuda,ATG,1985,5.5999999,3.7,4.5999999
Antigua and Barbuda,ATG,1986,5.4000001,3.5999999,4.4000001
Antigua and Barbuda,ATG,1987,5.3000002,3.4000001,4.3000002
Antigua and Barbuda,ATG,1988,5.0999999,3.3,4.1999998
Antigua and Barbuda,ATG,1989,5,3.3,4
Antigua and Barbuda,ATG,1990,4.8000002,3.2,4
Antigua and Barbuda,ATG,1991,4.8000002,3.0999999,3.9000001
Antigua and Barbuda,ATG,1992,4.6999998,3.0999999,3.9000001
Antigua and Barbuda,ATG,1993,4.6999998,3.0999999,3.8
Antigua and Barbuda,ATG,1994,4.6999998,3.0999999,3.8
Antigua and Barbuda,ATG,1995,4.6999998,3.0999999,3.8
Antigua and Barbuda,ATG,1996,4.6999998,3.0999999,3.8
Antigua and Barbuda,ATG,1997,4.5999999,3,3.7
Antigua and Barbuda,ATG,1998,4.5,3,3.7
Antigua and Barbuda,ATG,1999,4.5,3,3.5999999
Antigua and Barbuda,ATG,2000,4.4000001,2.9000001,3.5999999
Antigua and Barbuda,ATG,2001,4.3000002,2.9000001,3.5999999
Antigua and Barbuda,ATG,2002,4.3000002,2.9000001,3.5
Antigua and Barbuda,ATG,2003,4.3000002,2.9000001,3.5
Antigua and Barbuda,ATG,2004,4.3000002,2.8,3.5
Antigua and Barbuda,ATG,2005,4.1999998,2.8,3.5
Antigua and Barbuda,ATG,2006,4.1999998,2.8,3.4000001
Antigua and Barbuda,ATG,2007,4.0999999,2.8,3.4000001
Antigua and Barbuda,ATG,2008,4,2.7,3.4000001
Antigua and Barbuda,ATG,2009,4.0999999,2.7,3.4000001
Antigua and Barbuda,ATG,2010,4.0999999,2.7,3.4000001
Antigua and Barbuda,ATG,2011,4.0999999,2.7,3.4000001
Antigua and Barbuda,ATG,2012,4.0999999,2.8,3.4000001
Argentina,ARG,1980,30.1,22.700001,26.299999
Argentina,ARG,1981,29.9,22.5,26.1
Argentina,ARG,1982,29.700001,22.299999,26
Argentina,ARG,1983,29.6,22.299999,25.9
Argentina,ARG,1984,29.5,22.4,25.799999
Argentina,ARG,1985,29.4,22.299999,25.700001
Argentina,ARG,1986,29.4,22.1,25.5
Argentina,ARG,1987,29.200001,22.1,25.4
Argentina,ARG,1988,29.1,21.9,25.299999
Argentina,ARG,1989,29.1,21.9,25.299999
Argentina,ARG,1990,29.1,21.9,25.299999
Argentina,ARG,1991,29.200001,21.799999,25.200001
Argentina,ARG,1992,29,21.9,25
Argentina,ARG,1993,28.700001,21.700001,24.9
Argentina,ARG,1994,28.6,21.6,24.799999
Argentina,ARG,1995,28.4,21.5,24.700001
Argentina,ARG,1996,28.299999,21.5,24.6
Argentina,ARG,1997,28,21.200001,24.4
Argentina,ARG,1998,27.4,21.1,24.1
Argentina,ARG,1999,27,21.1,23.9
Argentina,ARG,2000,26.6,21.200001,23.700001
Argentina,ARG,2001,26.4,21.200001,23.6
Argentina,ARG,2002,26.1,21.4,23.6
Argentina,ARG,2003,25.700001,21.5,23.6
Argentina,ARG,2004,25.4,21.6,23.4
Argentina,ARG,2005,24.9,21.6,23.200001
Argentina,ARG,2006,24.299999,21.200001,22.700001
Argentina,ARG,2007,23.799999,20.799999,22.200001
Argentina,ARG,2008,23.200001,20.299999,21.700001
Argentina,ARG,2009,22.700001,19.799999,21.200001
Argentina,ARG,2010,21.9,19.1,20.5
Argentina,ARG,2011,21.4,18.4,19.799999
Argentina,ARG,2012,20.9,17.700001,19.299999
Armenia,ARM,1980,28.9,23.299999,26
Armenia,ARM,1981,28.9,23.6,26.200001
Armenia,ARM,1982,29.1,23.6,26.5
Armenia,ARM,1983,29.4,23.9,26.700001
Armenia,ARM,1984,29.700001,24.200001,27
Armenia,ARM,1985,30.1,24.5,27.200001
Armenia,ARM,1986,30.299999,24.700001,27.4
Armenia,ARM,1987,30.5,25,27.6
Armenia,ARM,1988,30.5,25.200001,27.799999
Armenia,ARM,1989,30.6,25.200001,27.9
Armenia,ARM,1990,30.6,25.4,28
Armenia,ARM,1991,30.700001,25.5,28.1
Armenia,ARM,1992,30.6,25.6,28.1
Armenia,ARM,1993,30.5,25.700001,28.200001
Armenia,ARM,1994,30.299999,25.799999,28.1
Armenia,ARM,1995,30.1,25.700001,28
Armenia,ARM,1996,29.9,25.700001,27.9
Armenia,ARM,1997,29.4,25.4,27.5
Armenia,ARM,1998,28.9,25.200001,27.200001
Armenia,ARM,1999,28.5,25,26.9
Armenia,ARM,2000,28.200001,24.9,26.700001
Armenia,ARM,2001,27.799999,24.799999,26.4
Armenia,ARM,2002,27.6,24.700001,26.200001
Armenia,ARM,2003,27.5,24.799999,26.200001
Armenia,ARM,2004,27.4,25,26.200001
Armenia,ARM,2005,27.4,25.1,26.299999
Armenia,ARM,2006,27.5,25.1,26.299999
Armenia,ARM,2007,27.5,25,26.299999
Armenia,ARM,2008,27.6,25,26.299999
Armenia,ARM,2009,27.700001,25,26.4
Armenia,ARM,2010,27.799999,25,26.4
Armenia,ARM,2011,28.1,24.9,26.6
Armenia,ARM,2012,28.299999,24.799999,26.700001
Australia,AUS,1980,32.599998,28.5,30.5
Australia,AUS,1981,31.9,28.299999,30
Australia,AUS,1982,31.200001,28.1,29.6
Australia,AUS,1983,30.5,27.700001,29.1
Australia,AUS,1984,29.799999,27.299999,28.5
Australia,AUS,1985,29.1,26.5,27.799999
Australia,AUS,1986,28.200001,25.9,27.1
Australia,AUS,1987,27.6,25.200001,26.4
Australia,AUS,1988,27,24.700001,25.799999
Australia,AUS,1989,26.6,24.299999,25.4
Australia,AUS,1990,26.299999,24,25.1
Australia,AUS,1991,26,23.799999,24.9
Australia,AUS,1992,25.799999,23.700001,24.700001
Australia,AUS,1993,25.5,23.6,24.6
Australia,AUS,1994,25.200001,23.299999,24.200001
Australia,AUS,1995,24.799999,22.9,23.799999
Australia,AUS,1996,24.299999,22.5,23.4
Australia,AUS,1997,23.9,22.1,23
Australia,AUS,1998,23.4,21.6,22.5
Australia,AUS,1999,22.9,21.1,21.9
Australia,AUS,2000,22.4,20.5,21.4
Australia,AUS,2001,21.799999,20,20.9
Australia,AUS,2002,21.4,19.4,20.4
Australia,AUS,2003,20.9,18.9,19.9
Australia,AUS,2004,20.4,18.4,19.4
Australia,AUS,2005,19.799999,17.799999,18.9
Australia,AUS,2006,19.200001,17.299999,18.299999
Australia,AUS,2007,18.700001,16.799999,17.700001
Australia,AUS,2008,18.200001,16.299999,17.200001
Australia,AUS,2009,17.799999,15.8,16.799999
Australia,AUS,2010,17.5,15.4,16.4
Australia,AUS,2011,17.4,15.1,16.299999
Australia,AUS,2012,17.700001,14.9,16.299999
Austria,AUT,1980,28.299999,24,26.1
Austria,AUT,1981,27.700001,23.799999,25.6
Austria,AUT,1982,27.4,23.799999,25.5
Austria,AUT,1983,27.200001,23.799999,25.5
Austria,AUT,1984,27.200001,24,25.6
Austria,AUT,1985,27.200001,24.299999,25.700001
Austria,AUT,1986,27.4,24.6,26
Austria,AUT,1987,28,25,26.5
Austria,AUT,1988,28.700001,25.4,27.1
Austria,AUT,1989,29.4,25.9,27.6
Austria,AUT,1990,30,26.4,28.1
Austria,AUT,1991,30.5,26.799999,28.6
Austria,AUT,1992,30.6,27.1,28.799999
Austria,AUT,1993,30.6,27.299999,29
Austria,AUT,1994,30.4,27.5,28.9
Austria,AUT,1995,29.799999,27.200001,28.6
Austria,AUT,1996,29.200001,26.9,28.1
Austria,AUT,1997,29,26.799999,27.9
Austria,AUT,1998,29.9,27.5,28.700001
Austria,AUT,1999,31.1,28.299999,29.700001
Austria,AUT,2000,32,29,30.4
Austria,AUT,2001,32.799999,29.5,31.1
Austria,AUT,2002,33.299999,29.9,31.6
Austria,AUT,2003,33.299999,29.9,31.5
Austria,AUT,2004,32.799999,29.700001,31.1
Austria,AUT,2005,32.099998,29.1,30.5
Austria,AUT,2006,31.4,28.299999,29.799999
Austria,AUT,2007,31.1,27.799999,29.4
Austria,AUT,2008,31,27.4,29.200001
Austria,AUT,2009,31.200001,27.200001,29.200001
Austria,AUT,2010,31.5,27,29.200001
Austria,AUT,2011,31.700001,26.700001,29.200001
Austria,AUT,2012,31.9,26.5,29.299999
Azerbaijan,AZE,1980,23.1,17.4,20.200001
Azerbaijan,AZE,1981,23.4,17.5,20.299999
Azerbaijan,AZE,1982,23.5,17.700001,20.4
Azerbaijan,AZE,1983,23.700001,17.799999,20.6
Azerbaijan,AZE,1984,23.700001,17.799999,20.700001
Azerbaijan,AZE,1985,23.9,17.9,20.9
Azerbaijan,AZE,1986,23.9,18,21
Azerbaijan,AZE,1987,23.9,18.1,21.1
Azerbaijan,AZE,1988,23.9,18.200001,21.200001
Azerbaijan,AZE,1989,24.1,18.4,21.299999
Azerbaijan,AZE,1990,24.200001,18.5,21.4
Azerbaijan,AZE,1991,24.299999,18.700001,21.5
Azerbaijan,AZE,1992,24.299999,18.799999,21.5
Azerbaijan,AZE,1993,24.200001,18.700001,21.5
Azerbaijan,AZE,1994,24,18.6,21.4
Azerbaijan,AZE,1995,23.799999,18.4,21.200001
Azerbaijan,AZE,1996,23.6,18.299999,21
Azerbaijan,AZE,1997,23.4,18,20.799999
Azerbaijan,AZE,1998,23.1,17.9,20.5
Azerbaijan,AZE,1999,23,17.799999,20.4
Azerbaijan,AZE,2000,22.9,17.700001,20.299999
Azerbaijan,AZE,2001,22.9,17.6,20.200001
Azerbaijan,AZE,2002,22.799999,17.6,20.200001
Azerbaijan,AZE,2003,22.9,17.5,20.200001
Azerbaijan,AZE,2004,23,17.700001,20.299999
Azerbaijan,AZE,2005,22.9,17.799999,20.5
Azerbaijan,AZE,2006,23.4,18.1,20.700001
Azerbaijan,AZE,2007,23.6,18.299999,21
Azerbaijan,AZE,2008,23.9,18.6,21.299999
Azerbaijan,AZE,2009,24,18.9,21.6
Azerbaijan,AZE,2010,24.200001,19.200001,21.9
Azerbaijan,AZE,2011,24.6,19.5,22.200001
Azerbaijan,AZE,2012,24.9,19.799999,22.4
Bahamas,BHS,1980,12.9,9.3000002,11.1
Bahamas,BHS,1981,13,9.1999998,11
Bahamas,BHS,1982,12.9,9.1999998,11
Bahamas,BHS,1983,12.9,9.1999998,10.9
Bahamas,BHS,1984,12.8,9.1000004,10.9
Bahamas,BHS,1985,12.9,9.1000004,10.8
Bahamas,BHS,1986,12.7,9.1000004,10.8
Bahamas,BHS,1987,12.8,9,10.7
Bahamas,BHS,1988,12.7,9,10.7
Bahamas,BHS,1989,12.7,8.8999996,10.7
Bahamas,BHS,1990,12.6,8.8999996,10.7
Bahamas,BHS,1991,12.7,9,10.7
Bahamas,BHS,1992,12.7,9,10.8
Bahamas,BHS,1993,12.9,9.1000004,11
Bahamas,BHS,1994,13,9.1000004,11.1
Bahamas,BHS,1995,13.1,9.1999998,11.2
Bahamas,BHS,1996,13.2,9.3999996,11.2
Bahamas,BHS,1997,12.8,9.1999998,10.9
Bahamas,BHS,1998,12.6,9,10.7
Bahamas,BHS,1999,12.3,8.8000002,10.5
Bahamas,BHS,2000,12.2,8.6999998,10.3
Bahamas,BHS,2001,12.1,8.5,10.2
Bahamas,BHS,2002,12,8.3999996,10.1
Bahamas,BHS,2003,11.8,8.3999996,10
Bahamas,BHS,2004,11.7,8.3999996,10
Bahamas,BHS,2005,11.7,8.3000002,10
Bahamas,BHS,2006,11.8,8.1999998,9.8999996
Bahamas,BHS,2007,11.7,8.3000002,9.8999996
Bahamas,BHS,2008,11.8,8.3000002,9.8999996
Bahamas,BHS,2009,11.9,8.3999996,10
Bahamas,BHS,2010,11.9,8.3999996,10
Bahamas,BHS,2011,11.9,8.5,10
Bahamas,BHS,2012,11.9,8.5,10.1
Bahrain,BHR,1980,19,15.8,17.299999
Bahrain,BHR,1981,19.1,16,17.5
Bahrain,BHR,1982,19.200001,15.9,17.5
Bahrain,BHR,1983,19.299999,15.6,17.4
Bahrain,BHR,1984,19.299999,15.3,17.200001
Bahrain,BHR,1985,19.1,14.9,17
Bahrain,BHR,1986,18.799999,14.6,16.700001
Bahrain,BHR,1987,18.4,14.3,16.299999
Bahrain,BHR,1988,18,14.1,15.9
Bahrain,BHR,1989,17.5,13.9,15.6
Bahrain,BHR,1990,16.9,13.6,15.2
Bahrain,BHR,1991,16.6,13.4,14.9
Bahrain,BHR,1992,16.4,13.2,14.8
Bahrain,BHR,1993,16.4,13.2,14.7
Bahrain,BHR,1994,16.299999,13,14.7
Bahrain,BHR,1995,16.299999,13,14.6
Bahrain,BHR,1996,16.200001,13,14.6
Bahrain,BHR,1997,15.9,13,14.4
Bahrain,BHR,1998,15.5,12.7,14
Bahrain,BHR,1999,14.5,12,13.2
Bahrain,BHR,2000,13.7,11.4,12.5
Bahrain,BHR,2001,13.4,11.1,12.1
Bahrain,BHR,2002,13.8,11.3,12.5
Bahrain,BHR,2003,14.8,11.8,13.2
Bahrain,BHR,2004,15.8,12.5,14.1
Bahrain,BHR,2005,17.1,13.5,15.2
Bahrain,BHR,2006,18.4,14.6,16.4
Bahrain,BHR,2007,19.700001,15.7,17.6
Bahrain,BHR,2008,20.5,16.200001,18.299999
Bahrain,BHR,2009,21.299999,16.5,18.799999
Bahrain,BHR,2010,21.799999,16.5,19
Bahrain,BHR,2011,22,16.4,19.1
Bahrain,BHR,2012,22.200001,16.200001,19
Bangladesh,BGD,1980,27.9,21.5,24.6
Bangladesh,BGD,1981,27.799999,21.299999,24.5
Bangladesh,BGD,1982,27.799999,21.200001,24.4
Bangladesh,BGD,1983,27.6,21.1,24.4
Bangladesh,BGD,1984,27.5,21.1,24.299999
Bangladesh,BGD,1985,27.5,21.299999,24.200001
Bangladesh,BGD,1986,27.4,21.200001,24.1
Bangladesh,BGD,1987,27.200001,21.1,24.1
Bangladesh,BGD,1988,27.200001,20.9,24
Bangladesh,BGD,1989,27.1,20.6,23.9
Bangladesh,BGD,1990,27,20.6,23.799999
Bangladesh,BGD,1991,27,20.5,23.6
Bangladesh,BGD,1992,26.799999,20.4,23.5
Bangladesh,BGD,1993,26.6,20.4,23.4
Bangladesh,BGD,1994,26.4,20.299999,23.200001
Bangladesh,BGD,1995,26.299999,20.299999,23.1
Bangladesh,BGD,1996,26.1,20.4,23
Bangladesh,BGD,1997,25.799999,20.4,22.9
Bangladesh,BGD,1998,25.4,20.6,22.799999
Bangladesh,BGD,1999,25.1,20.799999,22.799999
Bangladesh,BGD,2000,24.9,21,22.799999
Bangladesh,BGD,2001,24.6,21.299999,22.9
Bangladesh,BGD,2002,24.299999,21.700001,23
Bangladesh,BGD,2003,24.5,22.299999,23.299999
Bangladesh,BGD,2004,24.5,22.5,23.5
Bangladesh,BGD,2005,24.5,22.4,23.4
Bangladesh,BGD,2006,24.4,22.200001,23.299999
Bangladesh,BGD,2007,24.200001,21.9,23.1
Bangladesh,BGD,2008,24,21.700001,22.799999
Bangladesh,BGD,2009,23.9,21.4,22.6
Bangladesh,BGD,2010,23.9,21.200001,22.5
Bangladesh,BGD,2011,24.1,20.9,22.4
Bangladesh,BGD,2012,24.299999,20.700001,22.4
Barbados,BRB,1980,8.1999998,5.4000001,6.6999998
Barbados,BRB,1981,8.3000002,5.4000001,6.8000002
Barbados,BRB,1982,8.3999996,5.5,6.8000002
Barbados,BRB,1983,8.5,5.5999999,6.9000001
Barbados,BRB,1984,8.6000004,5.5999999,7
Barbados,BRB,1985,8.6999998,5.5999999,7
Barbados,BRB,1986,8.6999998,5.5999999,7
Barbados,BRB,1987,8.6000004,5.5999999,7
Barbados,BRB,1988,8.5,5.5999999,7
Barbados,BRB,1989,8.5,5.5,6.9000001
Barbados,BRB,1990,8.3999996,5.5,6.9000001
Barbados,BRB,1991,8.3999996,5.4000001,6.8000002
Barbados,BRB,1992,8.3000002,5.4000001,6.8000002
Barbados,BRB,1993,8.3000002,5.4000001,6.8000002
Barbados,BRB,1994,8.3000002,5.3000002,6.8000002
Barbados,BRB,1995,8.3000002,5.4000001,6.6999998
Barbados,BRB,1996,8.1999998,5.4000001,6.6999998
Barbados,BRB,1997,8.1000004,5.4000001,6.6999998
Barbados,BRB,1998,8.1000004,5.4000001,6.5999999
Barbados,BRB,1999,8,5.4000001,6.5
Barbados,BRB,2000,7.9000001,5.3000002,6.5
Barbados,BRB,2001,7.8000002,5.3000002,6.4000001
Barbados,BRB,2002,7.6999998,5.3000002,6.4000001
Barbados,BRB,2003,7.5999999,5.1999998,6.3000002
Barbados,BRB,2004,7.5,5.1999998,6.3000002
Barbados,BRB,2005,7.5,5.1999998,6.1999998
Barbados,BRB,2006,7.4000001,5.0999999,6.1999998
Barbados,BRB,2007,7.4000001,5.0999999,6.0999999
Barbados,BRB,2008,7.4000001,5,6.0999999
Barbados,BRB,2009,7.3000002,4.9000001,6.0999999
Barbados,BRB,2010,7.3000002,4.9000001,6.0999999
Barbados,BRB,2011,7.3000002,4.9000001,6.0999999
Barbados,BRB,2012,7.1999998,4.9000001,6
Belarus,BLR,1980,30.200001,24.299999,27.299999
Belarus,BLR,1981,30.5,24.5,27.5
Belarus,BLR,1982,30.799999,24.9,27.799999
Belarus,BLR,1983,31.1,25.299999,28.1
Belarus,BLR,1984,31.200001,25.5,28.299999
Belarus,BLR,1985,31.4,25.799999,28.6
Belarus,BLR,1986,31.700001,25.9,28.9
Belarus,BLR,1987,32,26.299999,29.200001
Belarus,BLR,1988,32.400002,26.5,29.5
Belarus,BLR,1989,32.599998,26.799999,29.700001
Belarus,BLR,1990,32.799999,27,29.9
Belarus,BLR,1991,33.099998,27.299999,30.200001
Belarus,BLR,1992,33.299999,27.5,30.299999
Belarus,BLR,1993,33.200001,27.6,30.4
Belarus,BLR,1994,33,27.6,30.299999
Belarus,BLR,1995,32.799999,27.5,30.1
Belarus,BLR,1996,32.599998,27.6,30
Belarus,BLR,1997,32.200001,27.299999,29.700001
Belarus,BLR,1998,31.700001,27,29.299999
Belarus,BLR,1999,31.299999,26.700001,28.9
Belarus,BLR,2000,30.799999,26.299999,28.6
Belarus,BLR,2001,30.1,25.6,27.9
Belarus,BLR,2002,29.4,24.799999,27.1
Belarus,BLR,2003,28.700001,24.1,26.4
Belarus,BLR,2004,28.1,23.700001,25.9
Belarus,BLR,2005,27.6,23.200001,25.5
Belarus,BLR,2006,27.299999,23.1,25.200001
Belarus,BLR,2007,27.200001,23.1,25.1
Belarus,BLR,2008,27.1,23.200001,25.1
Belarus,BLR,2009,27,23.4,25.299999
Belarus,BLR,2010,27.200001,23.799999,25.5
Belarus,BLR,2011,27.799999,24.5,26.200001
Belarus,BLR,2012,28.6,25.200001,26.9
Belgium,BEL,1980,36.200001,29.200001,32.5
Belgium,BEL,1981,35.700001,29.1,32.200001
Belgium,BEL,1982,35.299999,28.9,31.9
Belgium,BEL,1983,34.799999,28.9,31.700001
Belgium,BEL,1984,34.299999,28.799999,31.5
Belgium,BEL,1985,33.799999,28.799999,31.299999
Belgium,BEL,1986,33.400002,28.799999,31.1
Belgium,BEL,1987,33.099998,28.799999,30.9
Belgium,BEL,1988,32.900002,29,30.9
Belgium,BEL,1989,32.700001,29.1,30.9
Belgium,BEL,1990,32.599998,29.1,30.700001
Belgium,BEL,1991,32.5,29,30.700001
