Entity,Code,Year,Upper bound (%),Lower bound (%),Estimated prevalence (%)
Kuwait,KWT,2011,28.200001,20.4,24.200001
Kuwait,KWT,2012,28.299999,20.6,24.4
Kyrgyzstan,KGZ,1980,23.9,18.200001,21
Kyrgyzstan,KGZ,1981,23.9,18.299999,21.1
Kyrgyzstan,KGZ,1982,24.1,18.5,21.1
Kyrgyzstan,KGZ,1983,24.200001,18.6,21.200001
Kyrgyzstan,KGZ,1984,24.4,18.9,21.299999
Kyrgyzstan,KGZ,1985,24.200001,18.9,21.4
Kyrgyzstan,KGZ,1986,24.200001,19.1,21.5
Kyrgyzstan,KGZ,1987,24.200001,19.1,21.6
Kyrgyzstan,KGZ,1988,24.200001,19.4,21.799999
Kyrgyzstan,KGZ,1989,24.1,19.700001,21.9
Kyrgyzstan,KGZ,1990,24.299999,20.1,22.1
Kyrgyzstan,KGZ,1991,24.1,20.299999,22.1
Kyrgyzstan,KGZ,1992,23.700001,20.299999,21.9
Kyrgyzstan,KGZ,1993,23.200001,20,21.6
Kyrgyzstan,KGZ,1994,22.299999,19.299999,20.799999
Kyrgyzstan,KGZ,1995,21.4,18.5,19.9
Kyrgyzstan,KGZ,1996,20.6,17.700001,19.1
Kyrgyzstan,KGZ,1997,19.9,17.1,18.5
Kyrgyzstan,KGZ,1998,19.4,16.700001,18
Kyrgyzstan,KGZ,1999,19,16.299999,17.6
Kyrgyzstan,KGZ,2000,18.700001,16.1,17.4
Kyrgyzstan,KGZ,2001,18.5,16.1,17.299999
Kyrgyzstan,KGZ,2002,18.5,16.1,17.200001
Kyrgyzstan,KGZ,2003,18.700001,16.4,17.5
Kyrgyzstan,KGZ,2004,19.1,16.700001,17.9
Kyrgyzstan,KGZ,2005,19.5,16.9,18.200001
Kyrgyzstan,KGZ,2006,19.6,16.799999,18.200001
Kyrgyzstan,KGZ,2007,19.700001,16.700001,18.200001
Kyrgyzstan,KGZ,2008,19.799999,16.6,18.200001
Kyrgyzstan,KGZ,2009,19.799999,16.6,18.200001
Kyrgyzstan,KGZ,2010,19.799999,16.5,18.1
Kyrgyzstan,KGZ,2011,19.9,16.4,18.1
Kyrgyzstan,KGZ,2012,20.1,16.299999,18.1
Laos,LAO,1980,38.099998,30.6,34.099998
Laos,LAO,1981,37.900002,30.4,34
Laos,LAO,1982,37.799999,30.4,33.900002
Laos,LAO,1983,37.900002,30.299999,33.900002
Laos,LAO,1984,38,30.200001,33.900002
Laos,LAO,1985,38,30,33.799999
Laos,LAO,1986,38,30,33.799999
Laos,LAO,1987,38.099998,30.1,33.799999
Laos,LAO,1988,38.299999,30,33.900002
Laos,LAO,1989,38.400002,29.9,34
Laos,LAO,1990,38.5,29.9,34
Laos,LAO,1991,38.599998,30.1,34
Laos,LAO,1992,38.5,30.1,34
Laos,LAO,1993,38.299999,30.200001,34
Laos,LAO,1994,38.200001,30.1,33.900002
Laos,LAO,1995,38.200001,30,33.900002
Laos,LAO,1996,37.799999,29.9,33.799999
Laos,LAO,1997,37.200001,29.700001,33.5
Laos,LAO,1998,36.700001,29.4,33.099998
Laos,LAO,1999,36.200001,29.200001,32.700001
Laos,LAO,2000,35.700001,28.9,32.299999
Laos,LAO,2001,35.200001,28.4,31.799999
Laos,LAO,2002,34.599998,27.9,31.299999
Laos,LAO,2003,34,27.4,30.799999
Laos,LAO,2004,33,26.700001,30
Laos,LAO,2005,32.299999,26.200001,29.299999
Laos,LAO,2006,31.799999,25.700001,28.700001
Laos,LAO,2007,31.299999,25.299999,28.200001
Laos,LAO,2008,30.9,25,27.9
Laos,LAO,2009,30.6,24.799999,27.6
Laos,LAO,2010,30.4,24.700001,27.4
Laos,LAO,2011,30.299999,24.700001,27.299999
Laos,LAO,2012,30.299999,24.6,27.299999
Latvia,LVA,1980,31.700001,25,28.200001
Latvia,LVA,1981,31.6,25,28.200001
Latvia,LVA,1982,31.6,25.1,28.200001
Latvia,LVA,1983,31.5,25.1,28.200001
Latvia,LVA,1984,31.6,25.200001,28.299999
Latvia,LVA,1985,31.700001,25.299999,28.299999
Latvia,LVA,1986,31.799999,25.299999,28.4
Latvia,LVA,1987,31.799999,25.299999,28.5
Latvia,LVA,1988,31.9,25.6,28.5
Latvia,LVA,1989,31.700001,25.700001,28.6
Latvia,LVA,1990,31.799999,25.799999,28.700001
Latvia,LVA,1991,31.9,26,28.799999
Latvia,LVA,1992,31.9,26.4,29
Latvia,LVA,1993,31.9,26.700001,29.200001
Latvia,LVA,1994,31.9,27.1,29.4
Latvia,LVA,1995,32.099998,27.4,29.700001
Latvia,LVA,1996,32,27.799999,29.9
Latvia,LVA,1997,32,28.299999,30.1
Latvia,LVA,1998,32,28.6,30.299999
Latvia,LVA,1999,32.099998,29,30.5
Latvia,LVA,2000,32.099998,29.200001,30.6
Latvia,LVA,2001,32.200001,29.299999,30.700001
Latvia,LVA,2002,32.099998,29.299999,30.700001
Latvia,LVA,2003,32,29.200001,30.700001
Latvia,LVA,2004,31.799999,29,30.4
Latvia,LVA,2005,31.700001,28.799999,30.200001
Latvia,LVA,2006,31.4,28.4,29.9
Latvia,LVA,2007,31.299999,28.1,29.6
Latvia,LVA,2008,31.299999,27.9,29.6
Latvia,LVA,2009,31.5,27.9,29.6
Latvia,LVA,2010,31.5,27.5,29.5
Latvia,LVA,2011,31.5,27.299999,29.299999
Latvia,LVA,2012,31.5,26.9,29.1
Lebanon,LBN,1980,39.700001,32.200001,36
Lebanon,LBN,1981,40.099998,32.599998,36.5
Lebanon,LBN,1982,41.099998,33.400002,37.299999
Lebanon,LBN,1983,41.700001,34.099998,38
Lebanon,LBN,1984,41.900002,34.299999,38.200001
Lebanon,LBN,1985,41.700001,34.099998,38
Lebanon,LBN,1986,41.599998,34,37.900002
Lebanon,LBN,1987,41.200001,33.900002,37.599998
Lebanon,LBN,1988,41.299999,34.200001,37.700001
Lebanon,LBN,1989,42,34.700001,38.299999
Lebanon,LBN,1990,42.5,35.200001,38.700001
Lebanon,LBN,1991,42.599998,35.5,39
Lebanon,LBN,1992,42.700001,35.700001,39.200001
Lebanon,LBN,1993,42.700001,36,39.299999
Lebanon,LBN,1994,42.700001,36.099998,39.400002
Lebanon,LBN,1995,42.599998,36.099998,39.299999
Lebanon,LBN,1996,42.400002,36,39.200001
Lebanon,LBN,1997,42,35.799999,38.799999
Lebanon,LBN,1998,41,34.799999,37.900002
Lebanon,LBN,1999,39.799999,33.700001,36.599998
Lebanon,LBN,2000,38.599998,32.400002,35.299999
Lebanon,LBN,2001,37.099998,31,33.900002
Lebanon,LBN,2002,35.799999,29.700001,32.599998
Lebanon,LBN,2003,34.299999,28.6,31.4
Lebanon,LBN,2004,33.099998,27.6,30.299999
Lebanon,LBN,2005,32.099998,26.799999,29.4
Lebanon,LBN,2006,31.200001,26.1,28.700001
Lebanon,LBN,2007,30.4,25.6,28
Lebanon,LBN,2008,29.700001,25.1,27.4
Lebanon,LBN,2009,29.299999,24.6,26.9
Lebanon,LBN,2010,29.1,24.200001,26.6
Lebanon,LBN,2011,29.299999,24.299999,26.700001
Lebanon,LBN,2012,29.9,24.4,27
Lesotho,LSO,1980,23.299999,18.1,20.700001
Lesotho,LSO,1981,23.4,18.200001,20.700001
Lesotho,LSO,1982,23.4,18.4,20.700001
Lesotho,LSO,1983,23.6,18.4,20.799999
Lesotho,LSO,1984,23.700001,18.4,20.9
Lesotho,LSO,1985,23.700001,18.4,20.9
Lesotho,LSO,1986,23.700001,18.5,21
Lesotho,LSO,1987,23.799999,18.6,21.1
Lesotho,LSO,1988,23.9,18.700001,21.1
Lesotho,LSO,1989,24.1,18.700001,21.200001
Lesotho,LSO,1990,24.1,18.700001,21.200001
Lesotho,LSO,1991,24.1,18.9,21.299999
Lesotho,LSO,1992,24.200001,18.799999,21.4
Lesotho,LSO,1993,24.200001,18.799999,21.4
Lesotho,LSO,1994,24.200001,18.9,21.5
Lesotho,LSO,1995,24.1,18.9,21.5
Lesotho,LSO,1996,23.799999,19,21.4
Lesotho,LSO,1997,23.4,18.799999,21.1
Lesotho,LSO,1998,22.9,18.700001,20.799999
Lesotho,LSO,1999,22.4,18.700001,20.5
Lesotho,LSO,2000,22,18.700001,20.299999
Lesotho,LSO,2001,21.700001,18.5,20
Lesotho,LSO,2002,21.1,18.200001,19.6
Lesotho,LSO,2003,20.700001,17.799999,19.200001
Lesotho,LSO,2004,20.299999,17.4,18.700001
Lesotho,LSO,2005,19.799999,17,18.4
Lesotho,LSO,2006,19.4,16.6,17.9
Lesotho,LSO,2007,18.9,16,17.5
Lesotho,LSO,2008,18.5,15.6,17.1
Lesotho,LSO,2009,18.200001,15.4,16.799999
Lesotho,LSO,2010,18,15.2,16.6
Lesotho,LSO,2011,18.200001,15.1,16.700001
Lesotho,LSO,2012,18.299999,15,16.700001
Liberia,LBR,1980,9.3000002,6.4000001,7.8000002
Liberia,LBR,1981,9.3000002,6.4000001,7.8000002
Liberia,LBR,1982,9.3000002,6.3000002,7.6999998
Liberia,LBR,1983,9.3000002,6.4000001,7.6999998
Liberia,LBR,1984,9.3000002,6.4000001,7.6999998
Liberia,LBR,1985,9.1999998,6.3000002,7.5999999
Liberia,LBR,1986,9.1999998,6.3000002,7.5999999
Liberia,LBR,1987,9.1000004,6.1999998,7.5999999
Liberia,LBR,1988,9.1000004,6.1999998,7.5999999
Liberia,LBR,1989,9.1000004,6.1999998,7.5
Liberia,LBR,1990,9,6.1999998,7.5
Liberia,LBR,1991,9,6.1999998,7.5
Liberia,LBR,1992,8.8999996,6.1999998,7.5
Liberia,LBR,1993,8.8999996,6.1999998,7.5
Liberia,LBR,1994,8.8999996,6.1999998,7.5
Liberia,LBR,1995,8.8999996,6.1999998,7.5
Liberia,LBR,1996,9,6.1999998,7.5
Liberia,LBR,1997,8.8000002,6.0999999,7.4000001
Liberia,LBR,1998,8.6999998,6,7.3000002
Liberia,LBR,1999,8.5,6,7.1999998
Liberia,LBR,2000,8.5,6,7.1999998
Liberia,LBR,2001,8.5,6,7.1999998
Liberia,LBR,2002,8.3999996,6,7.1999998
Liberia,LBR,2003,8.3000002,6.0999999,7.1999998
Liberia,LBR,2004,8.1999998,6.1999998,7.0999999
Liberia,LBR,2005,8.1000004,6.1999998,7.0999999
Liberia,LBR,2006,8,6.1999998,7.0999999
Liberia,LBR,2007,7.9000001,6.1999998,7
Liberia,LBR,2008,7.6999998,6.0999999,6.8000002
Liberia,LBR,2009,7.5,5.9000001,6.6999998
Liberia,LBR,2010,7.4000001,5.6999998,6.5
Liberia,LBR,2011,7.3000002,5.5,6.3000002
Liberia,LBR,2012,7.3000002,5.4000001,6.3000002
Libya,LBY,1980,19.5,14.1,16.700001
Libya,LBY,1981,19.1,13.7,16.299999
Libya,LBY,1982,18.6,13.3,15.8
Libya,LBY,1983,18.1,12.7,15.3
Libya,LBY,1984,17.5,12.1,14.6
Libya,LBY,1985,16.9,11.5,14
Libya,LBY,1986,16,10.9,13.3
Libya,LBY,1987,15,10.2,12.6
Libya,LBY,1988,14.4,9.8000002,11.9
Libya,LBY,1989,13.8,9.3000002,11.5
Libya,LBY,1990,13.6,9,11.2
Libya,LBY,1991,13.5,8.8999996,11.1
Libya,LBY,1992,13.3,8.8000002,11
Libya,LBY,1993,13.3,8.6999998,10.9
Libya,LBY,1994,13.1,8.6000004,10.7
Libya,LBY,1995,12.9,8.5,10.6
Libya,LBY,1996,12.6,8.3999996,10.4
Libya,LBY,1997,12.9,8.6999998,10.8
Libya,LBY,1998,13.1,8.8999996,10.9
Libya,LBY,1999,13,8.8999996,11
Libya,LBY,2000,13,9.1000004,11
Libya,LBY,2001,13,9.1000004,11
Libya,LBY,2002,13,9.1999998,11
Libya,LBY,2003,12.9,9.5,11.2
Libya,LBY,2004,13,9.8000002,11.3
Libya,LBY,2005,13.2,10.2,11.7
Libya,LBY,2006,13.7,10.7,12.1
Libya,LBY,2007,14.8,11.8,13.2
Libya,LBY,2008,15.9,12.9,14.3
Libya,LBY,2009,17.1,13.9,15.3
Libya,LBY,2010,17.6,14.2,15.7
Libya,LBY,2011,17.299999,13.7,15.4
Libya,LBY,2012,17.4,13.6,15.4
Lithuania,LTU,1980,23.6,18.200001,20.9
Lithuania,LTU,1981,23.6,18.299999,20.9
Lithuania,LTU,1982,23.6,18.299999,20.9
Lithuania,LTU,1983,23.6,18.1,20.9
Lithuania,LTU,1984,23.700001,18.1,21
Lithuania,LTU,1985,23.5,18.200001,21
Lithuania,LTU,1986,23.6,18.200001,21
Lithuania,LTU,1987,23.5,18.299999,21
Lithuania,LTU,1988,23.4,18.5,21
Lithuania,LTU,1989,23.200001,18.6,21
Lithuania,LTU,1990,23.1,18.799999,20.9
Lithuania,LTU,1991,22.9,19,21
Lithuania,LTU,1992,23,19.5,21.200001
Lithuania,LTU,1993,23.1,20.1,21.5
Lithuania,LTU,1994,23.299999,20.700001,21.9
Lithuania,LTU,1995,23.799999,21.299999,22.5
Lithuania,LTU,1996,24.4,21.9,23.200001
Lithuania,LTU,1997,25.1,22.6,23.9
Lithuania,LTU,1998,25.6,23.200001,24.4
Lithuania,LTU,1999,26.200001,23.6,24.9
Lithuania,LTU,2000,26.4,23.799999,25.1
Lithuania,LTU,2001,26.299999,23.799999,25.1
Lithuania,LTU,2002,26.200001,23.700001,25
Lithuania,LTU,2003,26.299999,23.700001,25
Lithuania,LTU,2004,26.4,23.9,25.1
Lithuania,LTU,2005,26.6,24.1,25.299999
Lithuania,LTU,2006,26.6,24,25.299999
Lithuania,LTU,2007,26.799999,23.9,25.4
Lithuania,LTU,2008,27.200001,23.799999,25.5
Lithuania,LTU,2009,27.700001,24,25.9
Lithuania,LTU,2010,27.799999,23.9,25.9
Lithuania,LTU,2011,28,23.6,25.799999
Lithuania,LTU,2012,27.9,23.4,25.799999
Luxembourg,LUX,1980,36.299999,29,32.599998
Luxembourg,LUX,1981,36,29.200001,32.400002
Luxembourg,LUX,1982,35.700001,29.1,32.200001
Luxembourg,LUX,1983,35.200001,29,32
Luxembourg,LUX,1984,34.599998,29,31.700001
Luxembourg,LUX,1985,34.099998,29,31.5
Luxembourg,LUX,1986,33.400002,29,31.200001
Luxembourg,LUX,1987,33,29,30.9
Luxembourg,LUX,1988,32.5,29,30.700001
Luxembourg,LUX,1989,32.200001,28.700001,30.5
Luxembourg,LUX,1990,31.799999,28.299999,30.1
Luxembourg,LUX,1991,31.4,28,29.6
Luxembourg,LUX,1992,30.9,27.5,29.200001
Luxembourg,LUX,1993,30.5,27.200001,28.799999
Luxembourg,LUX,1994,30.4,27.1,28.700001
Luxembourg,LUX,1995,30.4,27.1,28.799999
Luxembourg,LUX,1996,30.5,27.299999,28.9
Luxembourg,LUX,1997,30.5,27.4,29
Luxembourg,LUX,1998,30.5,27.6,29
Luxembourg,LUX,1999,30.299999,27.5,28.9
Luxembourg,LUX,2000,30.1,27.5,28.799999
Luxembourg,LUX,2001,29.9,27.4,28.6
Luxembourg,LUX,2002,29.6,27.299999,28.4
Luxembourg,LUX,2003,29.299999,26.9,28
Luxembourg,LUX,2004,28.799999,26.200001,27.5
Luxembourg,LUX,2005,28.5,25.5,26.9
Luxembourg,LUX,2006,28.4,24.700001,26.5
Luxembourg,LUX,2007,28,24,26
Luxembourg,LUX,2008,27.700001,23.4,25.5
Luxembourg,LUX,2009,27.6,23,25.200001
Luxembourg,LUX,2010,27.6,22.700001,25.1
Luxembourg,LUX,2011,27.799999,22.700001,25.200001
Luxembourg,LUX,2012,28.1,22.799999,25.299999
Macedonia,MKD,1980,38.900002,31.299999,35
Macedonia,MKD,1981,39,31.5,35.200001
Macedonia,MKD,1982,39,31.799999,35.400002
Macedonia,MKD,1983,39.400002,32,35.5
Macedonia,MKD,1984,39.5,32.099998,35.700001
Macedonia,MKD,1985,39.900002,32.299999,36
Macedonia,MKD,1986,39.900002,32.700001,36.200001
Macedonia,MKD,1987,40.200001,32.900002,36.5
Macedonia,MKD,1988,40.5,33.200001,36.799999
Macedonia,MKD,1989,40.799999,33.400002,37
Macedonia,MKD,1990,41,33.599998,37.200001
Macedonia,MKD,1991,41.200001,33.599998,37.400002
Macedonia,MKD,1992,41.299999,33.799999,37.5
Macedonia,MKD,1993,41.200001,33.799999,37.5
Macedonia,MKD,1994,41,33.900002,37.5
Macedonia,MKD,1995,41.099998,33.799999,37.5
Macedonia,MKD,1996,41,33.700001,37.400002
Macedonia,MKD,1997,41.299999,33.900002,37.599998
Macedonia,MKD,1998,41.299999,34.099998,37.700001
Macedonia,MKD,1999,41.299999,34.099998,37.599998
Macedonia,MKD,2000,41.299999,33.900002,37.599998
Macedonia,MKD,2001,41,33.900002,37.5
Macedonia,MKD,2002,40.799999,33.900002,37.299999
Macedonia,MKD,2003,40.599998,33.799999,37.200001
Macedonia,MKD,2004,40.5,33.700001,37
Macedonia,MKD,2005,40.299999,33.799999,36.900002
Macedonia,MKD,2006,40.099998,33.700001,36.900002
Macedonia,MKD,2007,40.099998,33.599998,36.799999
Macedonia,MKD,2008,40.099998,33.700001,36.799999
Macedonia,MKD,2009,40.099998,33.700001,36.799999
Macedonia,MKD,2010,39.900002,33.700001,36.799999
Macedonia,MKD,2011,40,33.599998,36.900002
Macedonia,MKD,2012,39.900002,33.700001,36.900002
Madagascar,MDG,1980,25.5,19.6,22.4
Madagascar,MDG,1981,25.4,19.4,22.299999
Madagascar,MDG,1982,25.299999,19.200001,22.1
Madagascar,MDG,1983,25.299999,19.1,22
Madagascar,MDG,1984,25.299999,18.9,21.9
Madagascar,MDG,1985,25.200001,18.700001,21.799999
Madagascar,MDG,1986,25.1,18.700001,21.799999
Madagascar,MDG,1987,25.1,18.700001,21.700001
Madagascar,MDG,1988,24.9,18.5,21.700001
Madagascar,MDG,1989,25.1,18.6,21.700001
Madagascar,MDG,1990,25.299999,18.700001,21.799999
Madagascar,MDG,1991,25.299999,18.700001,21.799999
Madagascar,MDG,1992,25.299999,18.799999,21.799999
Madagascar,MDG,1993,25.299999,18.799999,21.9
Madagascar,MDG,1994,25.5,18.9,22
Madagascar,MDG,1995,25.6,19.1,22.200001
Madagascar,MDG,1996,25.799999,19.200001,22.4
Madagascar,MDG,1997,24.799999,18.799999,21.700001
Madagascar,MDG,1998,24,18.5,21.1
Madagascar,MDG,1999,23.5,18,20.799999
Madagascar,MDG,2000,23.1,17.9,20.5
Madagascar,MDG,2001,22.6,17.700001,20.200001
Madagascar,MDG,2002,22.1,17.6,19.799999
Madagascar,MDG,2003,21.4,17.5,19.4
Madagascar,MDG,2004,20.700001,17.200001,18.799999
Madagascar,MDG,2005,19.200001,16,17.5
Madagascar,MDG,2006,17.799999,14.9,16.299999
Madagascar,MDG,2007,16.6,13.9,15.3
Madagascar,MDG,2008,15.6,13.1,14.4
Madagascar,MDG,2009,15,12.4,13.8
Madagascar,MDG,2010,15,12.2,13.6
Madagascar,MDG,2011,15.2,12,13.6
Madagascar,MDG,2012,15.5,11.9,13.6
Malawi,MWI,1980,15,11.2,13
Malawi,MWI,1981,15,11.1,13
Malawi,MWI,1982,15,11.1,12.9
Malawi,MWI,1983,15,11,12.9
Malawi,MWI,1984,14.9,11,12.8
Malawi,MWI,1985,14.9,10.9,12.8
Malawi,MWI,1986,15,10.9,12.8
Malawi,MWI,1987,15.1,10.9,12.9
Malawi,MWI,1988,15,11,12.9
Malawi,MWI,1989,15,11.1,12.9
Malawi,MWI,1990,14.9,11.1,13
Malawi,MWI,1991,15,11.2,13
Malawi,MWI,1992,14.9,11.2,13
Malawi,MWI,1993,14.9,11.3,13
Malawi,MWI,1994,14.9,11.4,13.1
Malawi,MWI,1995,14.8,11.6,13.1
Malawi,MWI,1996,14.8,11.6,13.1
Malawi,MWI,1997,14.5,11.5,13
Malawi,MWI,1998,14.2,11.4,12.8
Malawi,MWI,1999,13.8,11.4,12.6
Malawi,MWI,2000,13.5,11.3,12.4
Malawi,MWI,2001,13,11.1,12
Malawi,MWI,2002,12.5,10.7,11.6
Malawi,MWI,2003,12.1,10.5,11.3
Malawi,MWI,2004,11.8,10.1,10.9
Malawi,MWI,2005,11.6,9.8000002,10.7
Malawi,MWI,2006,11.3,9.6000004,10.4
Malawi,MWI,2007,11.1,9.3999996,10.2
Malawi,MWI,2008,10.9,9.1000004,9.8999996
Malawi,MWI,2009,10.7,9,9.8000002
Malawi,MWI,2010,10.6,8.8999996,9.6999998
Malawi,MWI,2011,10.7,8.8000002,9.6999998
Malawi,MWI,2012,10.8,8.6999998,9.6999998
Malaysia,MYS,1980,27.5,20.200001,23.6
Malaysia,MYS,1981,27.1,20,23.4
Malaysia,MYS,1982,26.9,19.9,23.200001
Malaysia,MYS,1983,26.799999,19.799999,23.1
Malaysia,MYS,1984,26.5,19.700001,23
Malaysia,MYS,1985,26.5,19.799999,23
Malaysia,MYS,1986,26.5,19.9,23
Malaysia,MYS,1987,26.5,20,23.1
Malaysia,MYS,1988,26.4,20,23.1
Malaysia,MYS,1989,26.5,20,23.1
Malaysia,MYS,1990,26.299999,20,23
Malaysia,MYS,1991,26.1,19.9,22.9
Malaysia,MYS,1992,26,19.700001,22.700001
Malaysia,MYS,1993,25.799999,19.6,22.6
Malaysia,MYS,1994,25.5,19.4,22.4
Malaysia,MYS,1995,25.299999,19.299999,22.200001
Malaysia,MYS,1996,24.9,19.200001,22
Malaysia,MYS,1997,24.6,19.1,21.700001
Malaysia,MYS,1998,24.299999,19.1,21.6
Malaysia,MYS,1999,23.799999,18.9,21.4
Malaysia,MYS,2000,23.4,19,21.1
Malaysia,MYS,2001,22.9,19,20.9
Malaysia,MYS,2002,22.4,18.9,20.700001
Malaysia,MYS,2003,22,18.9,20.4
Malaysia,MYS,2004,21.5,18.5,19.9
Malaysia,MYS,2005,21.1,18.1,19.5
Malaysia,MYS,2006,20.9,17.700001,19.200001
Malaysia,MYS,2007,20.700001,17.4,19
Malaysia,MYS,2008,20.5,17.200001,18.9
Malaysia,MYS,2009,20.5,17.200001,18.799999
Malaysia,MYS,2010,20.6,17.200001,18.9
Malaysia,MYS,2011,20.799999,17.299999,19
Malaysia,MYS,2012,21,17.299999,19.1
Maldives,MDV,1980,23.700001,17.9,20.799999
Maldives,MDV,1981,23.6,17.799999,20.700001
Maldives,MDV,1982,23.700001,17.799999,20.6
Maldives,MDV,1983,23.700001,17.700001,20.6
Maldives,MDV,1984,23.5,17.5,20.5
Maldives,MDV,1985,23.4,17.299999,20.299999
Maldives,MDV,1986,23.200001,17.299999,20.200001
Maldives,MDV,1987,23.1,17.4,20.1
Maldives,MDV,1988,23,17.299999,20
Maldives,MDV,1989,22.700001,17.1,19.799999
Maldives,MDV,1990,22.6,17,19.700001
Maldives,MDV,1991,22.5,16.9,19.5
Maldives,MDV,1992,22.5,16.799999,19.4
Maldives,MDV,1993,22.200001,16.6,19.299999
Maldives,MDV,1994,22,16.6,19.1
Maldives,MDV,1995,21.700001,16.4,19
Maldives,MDV,1996,21.6,16.4,18.9
Maldives,MDV,1997,21.5,16.4,18.799999
Maldives,MDV,1998,21.4,16.299999,18.700001
Maldives,MDV,1999,21.200001,16.299999,18.6
Maldives,MDV,2000,20.9,16.299999,18.5
Maldives,MDV,2001,20.799999,16.299999,18.4
Maldives,MDV,2002,20.5,16.299999,18.4
Maldives,MDV,2003,20.4,16.299999,18.299999
Maldives,MDV,2004,20.4,16.299999,18.299999
Maldives,MDV,2005,20.5,16.5,18.4
Maldives,MDV,2006,20.700001,16.700001,18.700001
Maldives,MDV,2007,21,16.9,18.9
Maldives,MDV,2008,21.5,17.200001,19.200001
Maldives,MDV,2009,21.799999,17.6,19.6
Maldives,MDV,2010,22.1,17.799999,19.799999
Maldives,MDV,2011,22.200001,17.799999,20
Maldives,MDV,2012,22.4,18,20.200001
Mali,MLI,1980,12.3,8.6000004,10.4
Mali,MLI,1981,12.2,8.6999998,10.4
Mali,MLI,1982,12.2,8.6000004,10.3
Mali,MLI,1983,12.2,8.6000004,10.3
Mali,MLI,1984,12.2,8.6000004,10.3
Mali,MLI,1985,12.3,8.6000004,10.3
Mali,MLI,1986,12.2,8.6000004,10.2
Mali,MLI,1987,12.2,8.6000004,10.2
Mali,MLI,1988,12.1,8.5,10.2
Mali,MLI,1989,12.1,8.3999996,10.1
Mali,MLI,1990,12,8.3999996,10.1
Mali,MLI,1991,12,8.3999996,10.1
Mali,MLI,1992,12.1,8.3000002,10.1
Mali,MLI,1993,12.2,8.3000002,10.1
Mali,MLI,1994,12.1,8.3000002,10.1
Mali,MLI,1995,12.2,8.3000002,10.1
Mali,MLI,1996,12.2,8.3000002,10.1
Mali,MLI,1997,12,8.1999998,10.1
Mali,MLI,1998,12,8.1999998,10.1
Mali,MLI,1999,12,8.1000004,10.1
Mali,MLI,2000,12,8.1999998,10.1
Mali,MLI,2001,12,8.1999998,10.1
Mali,MLI,2002,12.1,8.3000002,10.1
Mali,MLI,2003,12.1,8.3000002,10.1
Mali,MLI,2004,12.1,8.3000002,10.1
Mali,MLI,2005,12.2,8.3000002,10.2
Mali,MLI,2006,12.1,8.3999996,10.2
Mali,MLI,2007,12.1,8.3999996,10.2
Mali,MLI,2008,12.1,8.3999996,10.2
Mali,MLI,2009,12.1,8.3999996,10.2
Mali,MLI,2010,12.2,8.3999996,10.3
Mali,MLI,2011,12.3,8.5,10.3
Mali,MLI,2012,12.3,8.5,10.3
Malta,MLT,1980,30,22.1,25.9
Malta,MLT,1981,30.1,22.5,26.200001
Malta,MLT,1982,30.4,22.9,26.5
Malta,MLT,1983,30.799999,23.5,26.9
Malta,MLT,1984,31.4,23.9,27.4
Malta,MLT,1985,32,24.200001,27.799999
Malta,MLT,1986,32.400002,24.700001,28.299999
Malta,MLT,1987,32.799999,24.9,28.6
Malta,MLT,1988,33.099998,25.200001,28.9
Malta,MLT,1989,32.900002,25.4,29
Malta,MLT,1990,32.900002,25.4,29
Malta,MLT,1991,32.700001,25.299999,29
Malta,MLT,1992,32.599998,25.299999,28.799999
Malta,MLT,1993,32.400002,25.200001,28.6
Malta,MLT,1994,31.9,25,28.299999
Malta,MLT,1995,31.5,24.799999,28
Malta,MLT,1996,31,24.6,27.6
Malta,MLT,1997,30.200001,24.200001,27.1
Malta,MLT,1998,29.299999,23.9,26.6
Malta,MLT,1999,28.6,23.5,26.1
Malta,MLT,2000,27.700001,23.200001,25.5
Malta,MLT,2001,27,22.9,25
Malta,MLT,2002,26.299999,22.5,24.5
Malta,MLT,2003,25.5,22,23.799999
Malta,MLT,2004,24.799999,21.5,23.200001
Malta,MLT,2005,24.200001,21,22.6
Malta,MLT,2006,23.6,20.700001,22.200001
Malta,MLT,2007,23.200001,20.5,21.799999
Malta,MLT,2008,23,20.200001,21.6
Malta,MLT,2009,23.299999,20.200001,21.700001
Malta,MLT,2010,23.700001,20.1,21.799999
Malta,MLT,2011,24.1,20,21.9
Malta,MLT,2012,24.4,19.9,22.1
Marshall Islands,MHL,1980,23.1,16.299999,19.5
Marshall Islands,MHL,1981,23.299999,16.200001,19.5
Marshall Islands,MHL,1982,23.299999,16.1,19.5
Marshall Islands,MHL,1983,23.1,16,19.5
Marshall Islands,MHL,1984,23.1,15.8,19.5
Marshall Islands,MHL,1985,23.1,16,19.5
Marshall Islands,MHL,1986,23.1,15.9,19.4
Marshall Islands,MHL,1987,23.1,15.9,19.4
Marshall Islands,MHL,1988,23.1,15.8,19.299999
Marshall Islands,MHL,1989,23,15.7,19.299999
Marshall Islands,MHL,1990,22.9,15.8,19.200001
Marshall Islands,MHL,1991,23,15.8,19.200001
Marshall Islands,MHL,1992,22.799999,15.9,19.200001
Marshall Islands,MHL,1993,22.799999,15.9,19.299999
Marshall Islands,MHL,1994,22.700001,16,19.299999
Marshall Islands,MHL,1995,22.700001,16.1,19.299999
Marshall Islands,MHL,1996,22.799999,16.200001,19.299999
