Entity,Code,Year,70+ years old (deaths),15-49 years old (deaths),50-69 years old (deaths)
Barbados,BRB,2010,27.8399273784,10.0231632009,25.5368363191
Barbados,BRB,2016,32.7181705706,9.15600777494,31.285828946
Belarus,BLR,1990,5214.28748321,1916.48368324,10540.3618606
Belarus,BLR,1995,6277.01018774,3094.1368013,13684.6928672
Belarus,BLR,2000,7216.97832328,3237.1820559,12700.4806175
Belarus,BLR,2005,7025.37875041,3439.04058881,12275.5046203
Belarus,BLR,2006,6834.67903224,3212.53888346,11642.5655712
Belarus,BLR,2010,6453.55903024,2614.5380934,10787.2864465
Belarus,BLR,2016,4589.28359616,1616.20149286,9686.94052487
Belgium,BEL,1990,11062.341822,1034.72828857,8133.26357251
Belgium,BEL,1995,11951.3325149,1094.45170902,7351.49692042
Belgium,BEL,2000,11803.4432117,1005.63723091,6547.38477096
Belgium,BEL,2005,11346.5154569,861.073907277,6013.2457883
Belgium,BEL,2006,11146.9013579,825.978029911,5952.00383866
Belgium,BEL,2010,11288.337587,697.293488105,6225.0837525
Belgium,BEL,2016,11241.5330502,528.050456554,6341.32277997
Belize,BLZ,1990,18.1967838275,6.62690874933,21.6679091263
Belize,BLZ,1995,28.570458569,9.78370463532,32.4836688623
Belize,BLZ,2000,37.3269390858,13.6465277879,38.8684415694
Belize,BLZ,2005,35.6478776011,14.2486255733,37.7984223626
Belize,BLZ,2006,35.5262324971,14.2831517041,39.0586242483
Belize,BLZ,2010,36.4006966194,15.1690739244,47.8671577728
Belize,BLZ,2016,41.2847963147,17.6507548946,63.1879356861
Benin,BEN,1990,333.835737459,219.491788317,538.582180167
Benin,BEN,1995,364.319623844,274.408822195,628.238517233
Benin,BEN,2000,395.68019456,339.978194012,735.505496178
Benin,BEN,2005,444.899554156,389.513560633,873.75926372
Benin,BEN,2006,459.90700066,398.22594898,907.621168743
Benin,BEN,2010,549.718960576,444.865936924,1090.94928614
Benin,BEN,2016,674.205800826,482.006201786,1274.59736843
Bermuda,BMU,1990,28.8581941292,7.53968672737,29.7063916169
Bermuda,BMU,1995,32.1661153977,6.71161640575,27.8959652356
Bermuda,BMU,2000,37.9498654786,4.4854716505,27.2835965974
Bermuda,BMU,2005,30.7228125471,3.9872464869,21.3707972932
Bermuda,BMU,2006,30.61302445,3.68044331883,21.5281870946
Bermuda,BMU,2010,28.191934561,3.61343315636,19.2406118833
Bermuda,BMU,2016,25.6579448173,3.14556403057,18.8708525303
Bhutan,BTN,1990,25.160748581,27.6064679569,67.8304436129
Bhutan,BTN,1995,25.3904164618,20.1625528527,57.4477764476
Bhutan,BTN,2000,25.6007388273,19.3812998535,48.154365319
Bhutan,BTN,2005,32.708140357,22.6039147024,47.2276477197
Bhutan,BTN,2006,33.444827322,22.877256586,46.7919242996
Bhutan,BTN,2010,38.8787289087,25.259511686,48.8338971804
Bhutan,BTN,2016,55.3511364145,28.256649749,58.0178154167
Bolivia,BOL,1990,1204.62317769,569.423709116,1264.19038048
Bolivia,BOL,1995,1322.73092959,492.542330191,1191.96130556
Bolivia,BOL,2000,1389.70923265,443.96029723,1059.2256942
Bolivia,BOL,2005,1635.89809452,412.084571141,1079.6896876
Bolivia,BOL,2006,1670.67340703,406.463459816,1079.88091475
Bolivia,BOL,2010,1915.11542304,410.122257234,1150.27326368
Bolivia,BOL,2016,2420.9944538,439.255631807,1273.07569415
Bosnia and Herzegovina,BIH,1990,2040.6955343,701.278240077,4021.61024046
Bosnia and Herzegovina,BIH,1995,2035.83280307,781.220157308,4008.65224164
Bosnia and Herzegovina,BIH,2000,2533.28821274,621.514086893,3458.99483312
Bosnia and Herzegovina,BIH,2005,3287.92236694,561.744391995,3364.86953407
Bosnia and Herzegovina,BIH,2006,3421.87388216,553.045040166,3334.25306785
Bosnia and Herzegovina,BIH,2010,3695.32711762,505.226895301,3239.84842272
Bosnia and Herzegovina,BIH,2016,3604.01378111,442.456955368,3806.32838406
Botswana,BWA,1990,172.572882048,129.084968223,317.764006916
Botswana,BWA,1995,232.477183057,197.384013906,428.339723781
Botswana,BWA,2000,317.371823246,320.399718812,642.765679671
Botswana,BWA,2005,329.103000679,298.501166684,661.498670607
Botswana,BWA,2006,327.997867393,289.631633915,650.140879241
Botswana,BWA,2010,331.37704247,270.441373216,628.933404006
Botswana,BWA,2016,350.964296972,283.422379362,673.781226393
Brazil,BRA,1990,41015.3459146,20250.890991,53843.8086636
Brazil,BRA,1995,46492.1142998,21048.8972247,57090.0287603
Brazil,BRA,2000,51355.8881324,20292.9328845,56465.8411177
Brazil,BRA,2005,53739.0041321,18293.9745079,56364.6644443
Brazil,BRA,2006,54164.1458497,17833.9408284,56485.015048
Brazil,BRA,2010,55781.3137779,15491.953815,57159.8960777
Brazil,BRA,2016,61410.3765061,11933.7429483,58558.7930699
Brunei,BRN,1990,44.12581192,26.8104299643,43.0737607479
Brunei,BRN,1995,45.9566696706,34.4030466267,46.8047281343
Brunei,BRN,2000,40.2039081973,31.3025958923,42.7862307479
Brunei,BRN,2005,54.1410932399,27.0597691077,49.8692343852
Brunei,BRN,2006,56.0182235722,28.3284782708,52.4361526836
Brunei,BRN,2010,68.0058895969,28.2560914177,59.9403459967
Brunei,BRN,2016,86.4745463997,33.5765072423,92.7073037456
Bulgaria,BGR,1990,5460.71213728,2116.8069618,10664.5917967
Bulgaria,BGR,1995,6130.71542541,2456.23068109,10583.3195754
Bulgaria,BGR,2000,6349.19687623,2051.9465387,9650.11565616
Bulgaria,BGR,2005,6511.96867735,1850.64617233,9450.20884683
Bulgaria,BGR,2006,6477.3203477,1796.01662512,9441.54292802
Bulgaria,BGR,2010,5775.89236291,1563.63066309,8859.86061314
Bulgaria,BGR,2016,4962.7048006,1343.7631271,8603.5200124
Burkina Faso,BFA,1990,1150.06219363,432.802770331,1432.32850015
Burkina Faso,BFA,1995,1254.67007199,495.43952475,1529.50845554
Burkina Faso,BFA,2000,1313.85449199,627.137833808,1844.39287126
Burkina Faso,BFA,2005,1270.11642521,751.54679049,2068.72596917
Burkina Faso,BFA,2006,1268.46907187,786.005246322,2073.71935922
Burkina Faso,BFA,2010,1188.24091299,863.512815676,1663.62483777
Burkina Faso,BFA,2016,1098.39571763,1014.3645401,1474.76372921
Burundi,BDI,1990,459.244981619,594.874001691,1104.7928823
Burundi,BDI,1995,474.78768132,649.896100243,1123.87979208
Burundi,BDI,2000,438.942727953,567.968682417,891.588968544
Burundi,BDI,2005,411.34782226,481.3135209,790.272527785
Burundi,BDI,2006,410.071032788,470.901217582,788.862773554
Burundi,BDI,2010,417.905294629,466.422167318,845.842813049
Burundi,BDI,2016,467.019163578,533.367876577,1050.96848652
Cambodia,KHM,1990,2104.0740903,1400.93059126,4117.67335057
Cambodia,KHM,1995,2748.20626107,1662.06912027,4710.21005717
Cambodia,KHM,2000,3349.19612775,1991.90323761,5060.74055028
Cambodia,KHM,2005,4081.09445762,2084.0671831,5351.42061869
Cambodia,KHM,2006,4141.27401501,2054.24614532,5257.92100588
Cambodia,KHM,2010,4559.55117049,2023.63653084,5329.76527486
Cambodia,KHM,2016,5253.69317504,1851.83534871,6095.92342823
Cameroon,CMR,1990,1105.06565574,573.382351887,1648.75087906
Cameroon,CMR,1995,1248.20545339,718.553703767,1923.73400401
Cameroon,CMR,2000,1521.49973715,975.657259575,2419.18989249
Cameroon,CMR,2005,1747.3639559,1087.92471998,2610.28024554
Cameroon,CMR,2006,1785.38686175,1105.55751411,2634.07006112
Cameroon,CMR,2010,1937.43467647,1190.59333156,2772.39591372
Cameroon,CMR,2016,2213.56585512,1352.68005123,3114.75162292
Canada,CAN,1990,21480.4410115,2439.101163,16659.6055465
Canada,CAN,1995,24620.9686076,2489.00343389,15451.9444916
Canada,CAN,2000,26264.252078,2283.61419859,14107.5216186
Canada,CAN,2005,27036.739404,2117.95472315,14075.710027
Canada,CAN,2006,27028.5870952,2054.49525747,14184.1837371
Canada,CAN,2010,26937.0693468,1547.79641797,14103.595516
Canada,CAN,2016,28952.1198498,1288.55825733,15705.8845464
Cape Verde,CPV,1990,67.9304661748,10.6251012167,57.8019060645
Cape Verde,CPV,1995,70.4885058532,15.2677257629,64.0860358161
Cape Verde,CPV,2000,77.825589471,18.9555130728,60.4929036218
Cape Verde,CPV,2005,101.211100174,20.7114306342,64.3758831445
Cape Verde,CPV,2006,105.142805427,21.1382783418,63.7578553229
Cape Verde,CPV,2010,119.314229514,22.7265745585,61.8633593224
Cape Verde,CPV,2016,106.232536153,21.487439813,73.2708899348
Caribbean,,1990,12001.8518691,3432.32546983,10906.0923423
Caribbean,,1995,13080.0792298,3614.96652804,11773.6492413
Caribbean,,2000,13780.0925665,3506.68881665,12307.4163594
Caribbean,,2005,14840.3315075,3157.06971599,12611.4806845
Caribbean,,2006,15054.4053903,3115.38267376,12658.5231184
Caribbean,,2010,15858.2472914,3002.35373144,12842.2356919
Caribbean,,2016,17382.8121678,2627.20851048,13818.2285693
Central African Republic,CAF,1990,358.70277558,292.167078309,832.871685242
Central African Republic,CAF,1995,420.463135948,349.176072463,967.544496042
Central African Republic,CAF,2000,479.261214856,410.914840188,1065.6390027
Central African Republic,CAF,2005,509.880904222,454.022994553,1111.98362404
Central African Republic,CAF,2006,515.788396486,470.997988418,1125.4968604
Central African Republic,CAF,2010,534.107953198,542.868785918,1192.48499012
Central African Republic,CAF,2016,566.435170008,720.335815435,1361.85205873
Central Asia,,1990,14148.9827444,9070.29404121,37062.0470071
Central Asia,,1995,14605.6591877,14047.6173054,43473.6948826
Central Asia,,2000,17004.2651674,14872.9898636,36498.4392233
Central Asia,,2005,19181.6165762,16116.142084,37009.5602988
Central Asia,,2006,19609.861336,15996.4356347,36444.6116995
Central Asia,,2010,20253.222108,13420.3112343,33316.6629934
Central Asia,,2016,17249.3408856,10850.8495564,36319.1138119
Central Europe,,1990,77004.9627728,26527.2293852,132819.750934
Central Europe,,1995,81066.2688426,30052.6119936,129662.532076
Central Europe,,2000,87569.3513374,25547.5875452,116539.643701
Central Europe,,2005,92493.7057948,20622.038718,113639.163952
Central Europe,,2006,92715.7620669,19540.4497831,113961.821197
Central Europe,,2010,94038.6961914,15514.7376251,113999.885979
Central Europe,,2016,84544.0153408,12947.9174135,109066.553512
Central Latin America,,1990,22958.4677791,8594.93705359,25169.5727105
Central Latin America,,1995,27126.6455256,9382.29046017,27425.7914212
Central Latin America,,2000,29344.622841,9455.56360485,27897.7990534
Central Latin America,,2005,34389.0216912,8646.10191081,27674.49507
Central Latin America,,2006,34916.3685368,8491.63993578,27563.4164622
Central Latin America,,2010,37953.5152179,8435.6860962,28066.9142923
Central Latin America,,2016,41921.9263274,8129.20166336,30548.1482096
Central Sub-Saharan Africa,,1990,3359.66116728,3502.47636564,8068.15361657
Central Sub-Saharan Africa,,1995,3937.90571228,4058.40255163,9306.17017124
Central Sub-Saharan Africa,,2000,4341.34310548,4610.30973175,10068.9854227
Central Sub-Saharan Africa,,2005,4638.47983304,4887.80435102,10483.8365582
Central Sub-Saharan Africa,,2006,4759.8264073,5002.14951137,10682.9861512
Central Sub-Saharan Africa,,2010,5384.39865464,5803.39051549,12099.9610267
Central Sub-Saharan Africa,,2016,6714.24196758,6949.60726559,14542.0003032
Chad,TCD,1990,526.676231514,251.154005792,654.469704936
Chad,TCD,1995,614.976117682,293.967026281,740.642175406
Chad,TCD,2000,753.568041879,435.979105417,961.17837793
Chad,TCD,2005,840.898567015,459.008940153,1037.8351812
Chad,TCD,2006,858.540029714,461.596457751,1047.63408026
Chad,TCD,2010,975.976055671,520.835583368,1205.47122039
Chad,TCD,2016,1090.76568187,585.899406209,1344.9861933
Chile,CHL,1990,3749.87966792,1073.30761789,4379.74904857
Chile,CHL,1995,4082.46598283,983.456274064,4048.98810202
Chile,CHL,2000,4281.76832644,829.76146453,3551.02660607
Chile,CHL,2005,4846.28039466,803.616493939,3581.12272368
Chile,CHL,2006,4789.81263137,805.696626808,3594.8137767
Chile,CHL,2010,5316.67565887,829.863032681,3861.54613169
Chile,CHL,2016,5960.45174026,727.356067525,4140.46083526
China,CHN,1990,684969.862338,138612.884322,579099.31883
China,CHN,1995,822460.196699,178673.420248,592228.82436
China,CHN,2000,944098.288764,192855.728565,629917.915047
China,CHN,2005,1014092.91247,174043.901586,638230.177571
China,CHN,2006,980381.509429,169800.632072,612222.741014
China,CHN,2010,1006765.91691,159131.856884,618586.364065
China,CHN,2016,968422.931871,126637.078668,664011.535828
Colombia,COL,1990,5688.62956053,1867.93208439,6666.34712298
Colombia,COL,1995,6854.96486487,1876.3438352,7035.03742914
Colombia,COL,2000,8128.80843017,1867.23894382,6777.23490902
Colombia,COL,2005,10235.1532463,1531.93183755,6556.79878681
Colombia,COL,2006,10863.4063985,1525.84136726,6706.72679537
Colombia,COL,2010,11612.4632256,1296.81978737,6416.59758051
Colombia,COL,2016,11472.8580475,950.620359623,6051.1813621
Comoros,COM,1990,41.756075622,31.1701670244,65.394143089
Comoros,COM,1995,47.2507390194,34.6142392218,70.7608883913
Comoros,COM,2000,50.7127487037,33.0474903281,68.2863283733
Comoros,COM,2005,53.4549383939,28.9508031459,64.8433759355
Comoros,COM,2006,54.8940742108,29.3897577487,66.1361539278
Comoros,COM,2010,56.164821253,30.674952924,65.2295352658
Comoros,COM,2016,52.4391363956,37.2534962578,64.3705131239
Congo,COG,1990,335.171554228,202.709049202,627.299580502
Congo,COG,1995,381.356508653,224.935867926,679.781000649
Congo,COG,2000,370.536075925,213.542282593,618.336773562
Congo,COG,2005,326.495505123,168.347593447,504.830458419
Congo,COG,2006,329.134231366,168.906354906,502.402675496
Congo,COG,2010,343.052528194,190.613256118,512.753927046
Congo,COG,2016,392.74159229,269.481530224,584.268662242
Costa Rica,CRI,1990,361.315434236,81.4968643997,299.253075329
Costa Rica,CRI,1995,439.326412068,102.447575075,318.357606565
Costa Rica,CRI,2000,581.619225257,113.063358373,328.717510462
Costa Rica,CRI,2005,542.938121578,107.449863412,327.202677458
Costa Rica,CRI,2006,518.423317715,99.3196432571,317.305662511
Costa Rica,CRI,2010,500.989344313,81.4731461921,316.280901987
Costa Rica,CRI,2016,606.712670504,73.3747119125,334.539424263
Cote d'Ivoire,CIV,1990,647.376993686,1036.91220682,1761.91830737
Cote d'Ivoire,CIV,1995,862.251220329,1391.77513422,2501.27649391
Cote d'Ivoire,CIV,2000,925.628086236,1461.14313792,2767.48965487
Cote d'Ivoire,CIV,2005,927.873608693,1446.09101603,2772.93053368
Cote d'Ivoire,CIV,2006,951.895573248,1467.45455038,2808.2431651
Cote d'Ivoire,CIV,2010,1003.08403384,1587.09584577,2940.89000619
Cote d'Ivoire,CIV,2016,1151.77601373,2018.46312545,3435.47456446
Croatia,HRV,1990,4207.38468424,912.369666807,5907.81951318
Croatia,HRV,1995,3961.87224111,910.776087726,5643.40013401
Croatia,HRV,2000,4322.04478221,745.021410282,4764.27347459
Croatia,HRV,2005,4570.76380069,592.328849129,3966.35169376
Croatia,HRV,2006,4597.86686068,567.690922873,3891.15123676
Croatia,HRV,2010,4704.21706847,455.845141075,3652.00019492
Croatia,HRV,2016,4441.38422977,363.765099701,3709.36291335
Cuba,CUB,1990,7329.42942233,1328.02902028,5028.17400117
Cuba,CUB,1995,7476.32034996,1414.08100414,5496.08791494
Cuba,CUB,2000,7656.36910065,1348.6342372,5979.88309235
Cuba,CUB,2005,8400.48851409,1198.30509022,6514.39457509
Cuba,CUB,2006,8528.0589577,1185.47537281,6571.7526873
Cuba,CUB,2010,8958.12286962,1106.5033886,6751.32247032
Cuba,CUB,2016,9902.53574768,846.381387977,7295.2922594
Cyprus,CYP,1990,366.292991359,39.6704348524,255.453380641
Cyprus,CYP,1995,391.6791339,48.0007147958,261.473166289
Cyprus,CYP,2000,375.091134707,48.2996259675,268.934156059
Cyprus,CYP,2005,419.149734228,48.8347984645,298.61474419
Cyprus,CYP,2006,412.384284029,47.1453259398,290.629680305
Cyprus,CYP,2010,465.018422195,46.6513457766,308.648652355
Cyprus,CYP,2016,489.200492288,42.0524473409,304.36051454
Czech Republic,CZE,1990,8903.95149142,2133.47421813,12805.8514369
Czech Republic,CZE,1995,8581.82916623,1897.86978597,10546.7545959
Czech Republic,CZE,2000,8562.58043555,1398.55957271,9452.10945918
Czech Republic,CZE,2005,8409.31163425,958.026233254,8855.37281092
Czech Republic,CZE,2006,8188.46188024,878.200750929,8783.91274521
Czech Republic,CZE,2010,8181.74169352,728.787808065,8726.06753037
Czech Republic,CZE,2016,7898.1789974,583.11681515,7457.02167119
Democratic Republic of Congo,COD,1990,1818.47250187,2157.44622206,4544.16855512
Democratic Republic of Congo,COD,1995,2171.04418779,2527.72028265,5412.60726695
Democratic Republic of Congo,COD,2000,2452.80801432,3021.57319524,6217.8696659
Democratic Republic of Congo,COD,2005,2678.1911349,3251.66392586,6618.13562891
Democratic Republic of Congo,COD,2006,2767.40194967,3328.67973381,6771.2274025
Democratic Republic of Congo,COD,2010,3274.86017861,3949.10463366,7922.8138924
Democratic Republic of Congo,COD,2016,4310.00720039,4617.42868808,9581.6664115
Denmark,DNK,1990,8736.11744175,617.751039405,5239.94510388
Denmark,DNK,1995,9380.979793,576.28758178,4982.17116695
Denmark,DNK,2000,9160.76719353,467.184025552,4361.76061738
Denmark,DNK,2005,8902.90633141,389.761065439,3942.43636651
Denmark,DNK,2006,8759.7824991,368.492445468,3896.3160921
Denmark,DNK,2010,8346.73897911,277.220583894,3575.03020275
Denmark,DNK,2016,7908.32215473,190.754471397,3068.01867798
Djibouti,DJI,1990,51.4660818129,50.3014244849,88.1541809929
Djibouti,DJI,1995,63.7805926248,57.7820287809,101.896677705
Djibouti,DJI,2000,77.0672155576,63.0871425978,114.443786078
Djibouti,DJI,2005,93.7421813432,73.2921103964,128.650376708
Djibouti,DJI,2006,98.1401456482,76.3936630009,133.63208783
Djibouti,DJI,2010,125.304783433,92.2842504593,166.470569248
Djibouti,DJI,2016,137.518621288,89.0187749946,183.353375147
Dominica,DMA,1990,12.5165573253,2.85165204085,9.50587733546
Dominica,DMA,1995,15.3554971989,3.53580241261,10.240680481
Dominica,DMA,2000,13.39435642,2.96383614151,8.95208372565
Dominica,DMA,2005,13.6818156625,3.52659415995,8.9590950053
Dominica,DMA,2006,13.9337662728,3.53101240334,9.00517923189
Dominica,DMA,2010,14.0678677585,4.09716330618,10.4474042971
Dominica,DMA,2016,15.6239888966,4.38083105738,13.4649570811
Dominican Republic,DOM,1990,1360.49131137,460.043790336,1337.6842182
Dominican Republic,DOM,1995,1784.5728255,512.447696784,1522.52464196
Dominican Republic,DOM,2000,2189.80756777,513.064205714,1603.67088221
Dominican Republic,DOM,2005,2519.94849612,408.591139613,1464.22367352
Dominican Republic,DOM,2006,2589.13866045,390.862758248,1451.06585592
Dominican Republic,DOM,2010,2702.82968032,320.516767772,1374.75676696
Dominican Republic,DOM,2016,2936.17812929,290.725042853,1451.75898201
East Asia,,1990,703786.631852,144965.771425,601654.67956
East Asia,,1995,846820.379786,185642.968194,619719.43985
East Asia,,2000,973737.382448,201111.572511,661580.087636
East Asia,,2005,1049107.24755,184467.367897,672553.051156
East Asia,,2006,1016434.79376,180351.039748,646800.616078
East Asia,,2010,1048797.9417,169276.652288,654407.989717
East Asia,,2016,1017999.92889,136695.858414,701069.159562
Eastern Europe,,1990,122269.850464,42300.5926658,248761.116473
Eastern Europe,,1995,139686.454899,87423.6826174,336457.762996
Eastern Europe,,2000,160455.593849,82517.0896626,281134.801524
Eastern Europe,,2005,156453.605645,89109.7936497,292646.403444
Eastern Europe,,2006,150764.845656,79007.1371799,269793.4294
Eastern Europe,,2010,152337.867773,56855.075624,228471.532898
Eastern Europe,,2016,119558.784064,42979.4929375,235362.659422
Eastern Sub-Saharan Africa,,1990,13966.8283636,12076.1676935,24873.1659462
Eastern Sub-Saharan Africa,,1995,16136.2279944,13203.3717053,26735.2793452
Eastern Sub-Saharan Africa,,2000,17910.8142947,13913.3027907,28378.672922
Eastern Sub-Saharan Africa,,2005,20405.1222454,14342.0220354,29593.4965923
Eastern Sub-Saharan Africa,,2006,21044.3958965,14609.2438168,30164.2644514
Eastern Sub-Saharan Africa,,2010,23196.3473856,16223.6168946,33066.5094351
Eastern Sub-Saharan Africa,,2016,26553.1189768,17762.6730164,37238.4532314
Ecuador,ECU,1990,994.431270884,360.767800983,844.034733855
Ecuador,ECU,1995,1242.56731405,416.462103416,916.995085519
Ecuador,ECU,2000,1439.11945959,444.381177309,965.877774529
Ecuador,ECU,2005,1722.27919972,402.810887308,945.522642092
Ecuador,ECU,2006,1756.50784922,372.580718089,900.476401732
Ecuador,ECU,2010,1838.74513669,297.169809171,829.047182437
Ecuador,ECU,2016,1931.575193,243.419575075,841.379352877
Egypt,EGY,1990,7509.74961812,4649.57711114,15879.1070467
Egypt,EGY,1995,8669.48338322,5405.93429263,16112.9510039
Egypt,EGY,2000,8906.61975588,5607.84259903,17142.581918
Egypt,EGY,2005,10108.262762,6120.87180059,20726.5593177
Egypt,EGY,2006,10447.0490399,6299.86385714,21750.9974385
Egypt,EGY,2010,11552.3595968,6948.29187945,25821.9210972
Egypt,EGY,2016,12416.6661121,7432.473119,30393.4716667
El Salvador,SLV,1990,341.178592566,240.082592218,486.435115651
El Salvador,SLV,1995,355.435194568,237.998631942,472.264862459
El Salvador,SLV,2000,399.313372703,203.887706889,453.393124044
El Salvador,SLV,2005,492.973934313,199.374885104,447.942768643
El Salvador,SLV,2006,498.189049655,198.810836009,444.923660302
El Salvador,SLV,2010,520.570021673,201.148373956,448.190077367
El Salvador,SLV,2016,663.746941092,190.321130772,450.775184049
England,,1990,71951.2272625,4319.52224988,41918.7610022
England,,1995,71348.0181864,3958.05314617,32675.8725885
England,,2000,67732.2244766,3328.45065647,27008.9067269
England,,2005,64672.9530416,3040.00441305,24130.2690042
England,,2006,63321.284368,2983.30396395,23522.2718191
England,,2010,60947.3801955,2690.98766317,22154.7638088
England,,2016,64747.6722598,2342.78751293,22745.4018111
Equatorial Guinea,GNQ,1990,29.2445176362,20.8603547943,64.4771565818
Equatorial Guinea,GNQ,1995,29.8414397961,26.6190509955,58.7227903556
Equatorial Guinea,GNQ,2000,36.3383725918,26.3452400027,51.1147537691
Equatorial Guinea,GNQ,2005,35.4253845502,20.816051674,43.660559465
Equatorial Guinea,GNQ,2006,36.847558444,21.3822381253,46.5529953766
Equatorial Guinea,GNQ,2010,38.2459425285,19.5408347326,54.0502538054
Equatorial Guinea,GNQ,2016,40.8724665857,16.7825175442,72.3891953921
Eritrea,ERI,1990,71.1635528843,310.346864698,355.945722829
Eritrea,ERI,1995,55.8277480671,205.335114665,268.572791216
Eritrea,ERI,2000,66.2827603107,180.154807337,277.28330962
Eritrea,ERI,2005,90.5047835564,204.647541179,308.185578678
Eritrea,ERI,2006,93.5924173717,208.310762432,310.49682798
Eritrea,ERI,2010,102.706609185,221.373808299,315.738670204
Eritrea,ERI,2016,122.078491288,221.918648562,314.112090431
Estonia,EST,1990,941.965015034,290.512900933,1761.05568319
Estonia,EST,1995,951.189368861,406.802875589,2051.61824108
Estonia,EST,2000,994.235050693,290.984189038,1506.85448812
Estonia,EST,2005,1022.69706769,206.188826677,1319.32688911
Estonia,EST,2006,1043.41717391,189.805496632,1321.85409857
Estonia,EST,2010,949.04055114,112.997324063,959.784527857
Estonia,EST,2016,908.612519531,84.6129846084,873.400694587
Ethiopia,ETH,1990,4079.52482474,3828.55824734,7913.64336971
Ethiopia,ETH,1995,4257.19412097,3476.65376211,7187.13140255
Ethiopia,ETH,2000,3760.50739659,2836.32664363,6169.78519505
Ethiopia,ETH,2005,3935.56323007,2575.6633627,5329.73915363
Ethiopia,ETH,2006,4099.8888515,2576.10956158,5314.29557524
Ethiopia,ETH,2010,4581.31592518,2741.67008952,5552.73957826
Ethiopia,ETH,2016,5467.22830398,2882.89355697,6476.09293415
Fiji,FJI,1990,96.6031712256,171.174097621,249.603464104
Fiji,FJI,1995,99.2960359603,198.108012466,276.474175719
Fiji,FJI,2000,103.767798278,197.911325161,306.265983957
Fiji,FJI,2005,114.796242556,178.583256189,334.971771604
Fiji,FJI,2006,117.619665892,172.479982899,346.234399151
Fiji,FJI,2010,124.232053465,146.381416206,372.712835702
Fiji,FJI,2016,139.575848815,159.359350281,395.876678003
Finland,FIN,1990,3282.21528098,530.72984077,2918.98589691
Finland,FIN,1995,3150.00205736,468.29763624,2408.7477131
Finland,FIN,2000,3255.99345791,331.814053908,2126.39791474
Finland,FIN,2005,3114.65276821,256.657086141,2179.51482566
Finland,FIN,2006,3149.83818115,234.047825228,2189.10989587
Finland,FIN,2010,3124.48419831,169.021790014,2180.76221944
Finland,FIN,2016,2974.0023959,96.9087445502,1883.26488427
France,FRA,1990,32568.2306876,5650.02233982,31877.5274128
France,FRA,1995,35224.6033628,6669.52334506,28967.0892833
France,FRA,2000,37558.1861575,6593.75559939,27412.0462832
France,FRA,2005,37142.5048281,5821.83097,27664.9150521
France,FRA,2006,37236.0114414,5601.38652048,28079.0840799
France,FRA,2010,38891.1510398,4814.89933435,29888.0843752
France,FRA,2016,37692.7409991,3955.84530373,29998.4090234
Gabon,GAB,1990,177.188333955,81.5624512602,297.880013426
Gabon,GAB,1995,194.682985509,88.4997869442,309.934740984
Gabon,GAB,2000,194.413413369,84.0726703991,271.445104828
Gabon,GAB,2005,183.472619989,79.1647052739,237.724213949
Gabon,GAB,2006,178.932450354,78.4233713464,231.392668841
Gabon,GAB,2010,160.672125388,78.6101670034,210.106179356
Gabon,GAB,2016,160.669417593,87.2165586904,214.167479167
Gambia,GMB,1990,54.1859540833,48.0370027817,93.8074580506
Gambia,GMB,1995,67.8129670299,52.6504862201,103.00264556
Gambia,GMB,2000,78.8125528482,61.5482341354,120.580555203
Gambia,GMB,2005,83.6727368022,70.4606941611,139.664777747
Gambia,GMB,2006,84.6288369472,72.9626375375,144.885426419
Gambia,GMB,2010,84.0282788464,77.9332087226,152.784700813
Gambia,GMB,2016,87.5637494246,92.297927674,169.039279338
Georgia,GEO,1990,1531.12490796,1011.744306,4262.56780352
Georgia,GEO,1995,1287.10367216,1042.05639981,3454.4137255
Georgia,GEO,2000,1778.03771772,1002.10785858,2905.58663888
Georgia,GEO,2005,2375.10257564,1036.44751736,3188.22811173
Georgia,GEO,2006,2395.74643174,1004.60214401,3123.69376033
Georgia,GEO,2010,2679.52993291,936.845111789,3137.47060785
Georgia,GEO,2016,2366.54276082,684.721020439,3081.17282266
Germany,DEU,1990,70198.354253,9430.96465912,61189.0692447
Germany,DEU,1995,65431.3339428,8105.93964075,56878.5392837
Germany,DEU,2000,64090.3586602,7573.1485803,48355.1462776
Germany,DEU,2005,65092.109683,6754.75037587,45542.3317067
Germany,DEU,2006,65997.0738416,6468.66209113,44793.4223843
Germany,DEU,2010,71189.4044297,5272.99295051,42376.339373
Germany,DEU,2016,76480.649322,4097.61136992,40076.5341635
Ghana,GHA,1990,743.621463558,406.115797004,1168.32784603
Ghana,GHA,1995,928.594680433,423.848112289,1299.98223938
Ghana,GHA,2000,1126.28887921,630.841818033,1757.21462107
Ghana,GHA,2005,1426.95027335,726.839021971,2011.67459115
Ghana,GHA,2006,1479.45955206,734.513996548,2034.18441931
Ghana,GHA,2010,1640.48755157,698.014307332,2005.37771656
Ghana,GHA,2016,1590.75507674,652.787379499,2077.43888633
Greece,GRC,1990,9021.87304578,1029.90080143,6973.36693888
Greece,GRC,1995,9784.48227671,1203.39891293,7130.23321394
Greece,GRC,2000,11043.8074621,1246.43285059,6504.21875769
Greece,GRC,2005,11940.4945548,1213.17790013,6191.52838231
Greece,GRC,2006,12032.9655203,1211.5933659,6099.89226184
Greece,GRC,2010,12821.4464583,1179.09406922,6162.33176348
Greece,GRC,2016,13902.6737813,1039.1985478,6204.59866826
