Entity,Code,Year,70+ years old (deaths),15-49 years old (deaths),50-69 years old (deaths)
Greenland,GRL,1990,47.9988813506,13.8052270246,66.5788382095
Greenland,GRL,1995,45.5878857533,10.9387902837,68.1454050845
Greenland,GRL,2000,51.2080880866,12.4617236114,70.214828057
Greenland,GRL,2005,57.0757166528,11.9703534989,68.7204743703
Greenland,GRL,2006,55.3096101075,10.8970848311,66.41841613
Greenland,GRL,2010,53.0469044347,10.3633700279,67.7428401605
Greenland,GRL,2016,56.9842082848,7.01417022759,67.1282665716
Grenada,GRD,1990,16.9539637743,5.17205429411,21.9145620126
Grenada,GRD,1995,17.2255730989,6.16451580085,19.4065808884
Grenada,GRD,2000,18.8431481638,6.87681938232,18.474759314
Grenada,GRD,2005,20.0840807152,8.21592365839,20.3766813541
Grenada,GRD,2006,20.0431256666,8.28592545982,20.552677984
Grenada,GRD,2010,19.0455025571,8.17172127374,21.2815859702
Grenada,GRD,2016,19.6068657617,7.67422599627,26.2753435753
Guam,GUM,1990,27.4214646569,20.9719425976,60.4772855584
Guam,GUM,1995,34.5101318706,25.9335757841,65.0079946425
Guam,GUM,2000,45.7719500396,28.0410896113,73.6184427692
Guam,GUM,2005,59.953504816,29.8826328733,88.0237953868
Guam,GUM,2006,63.6161582458,31.2548363226,91.7532773925
Guam,GUM,2010,81.5077305847,35.2659347834,106.943073198
Guam,GUM,2016,101.482743545,33.051849454,131.562407637
Guatemala,GTM,1990,440.133538812,353.95995715,604.352975198
Guatemala,GTM,1995,559.434769614,419.781566793,670.403283346
Guatemala,GTM,2000,715.097586456,440.402072097,690.333283925
Guatemala,GTM,2005,807.987272864,376.963370573,685.420314244
Guatemala,GTM,2006,784.108606858,356.658821158,670.444279793
Guatemala,GTM,2010,768.558252509,303.324918988,652.564424091
Guatemala,GTM,2016,900.60560188,345.911068541,705.132289071
Guinea,GIN,1990,326.201391739,405.717392821,707.145207304
Guinea,GIN,1995,484.214918015,609.266392965,990.88322028
Guinea,GIN,2000,581.118364695,759.999700969,1197.82193491
Guinea,GIN,2005,587.650030655,812.71052789,1299.63786172
Guinea,GIN,2006,603.697323507,843.442140627,1349.98027183
Guinea,GIN,2010,680.632820122,977.218658075,1598.78523738
Guinea,GIN,2016,769.597178039,1125.96428509,1885.71987696
Guinea-Bissau,GNB,1990,120.54462291,125.233605715,258.629399257
Guinea-Bissau,GNB,1995,128.040385597,134.861781845,262.246032521
Guinea-Bissau,GNB,2000,132.417060873,147.798715013,281.628798232
Guinea-Bissau,GNB,2005,141.625942748,157.55991267,324.410383136
Guinea-Bissau,GNB,2006,144.178681329,159.304395895,332.473473265
Guinea-Bissau,GNB,2010,158.120442649,173.49851337,376.10737799
Guinea-Bissau,GNB,2016,187.947604859,195.50402896,421.549512527
Guyana,GUY,1990,82.9480566606,86.1315182263,202.02797518
Guyana,GUY,1995,88.3233976617,90.5815371606,192.593780241
Guyana,GUY,2000,75.6771629997,89.3241168158,178.161982926
Guyana,GUY,2005,80.0520288615,93.0361047104,211.444026474
Guyana,GUY,2006,81.8525687582,92.9592030752,210.953176822
Guyana,GUY,2010,88.2579323962,97.6217674413,233.752554132
Guyana,GUY,2016,82.8536258416,76.4491430748,275.284244922
Haiti,HTI,1990,1264.6226899,997.289878722,2395.27777957
Haiti,HTI,1995,1301.28132045,991.887036481,2452.8396216
Haiti,HTI,2000,1287.92594331,953.642213844,2352.63473189
Haiti,HTI,2005,1297.22790854,905.407934094,2321.53464993
Haiti,HTI,2006,1292.46495161,901.516445838,2294.72413747
Haiti,HTI,2010,1418.19378482,950.86289211,2292.19211158
Haiti,HTI,2016,1557.54164404,892.109182146,2377.95675715
High-income Asia Pacific,,1990,93487.8353856,13380.6019801,58261.8501922
High-income Asia Pacific,,1995,103373.423895,11613.3618707,59576.2170775
High-income Asia Pacific,,2000,113957.804293,10114.0966841,57433.0023948
High-income Asia Pacific,,2005,124714.536465,8531.14806283,51747.6608635
High-income Asia Pacific,,2006,126149.405909,8135.8714139,50259.8939954
High-income Asia Pacific,,2010,133882.914359,6835.06646598,46336.4880902
High-income Asia Pacific,,2016,148878.137265,5346.31187179,39465.2105065
Honduras,HND,1990,318.157450493,311.203059966,646.248608035
Honduras,HND,1995,422.34949279,324.019347344,739.706707365
Honduras,HND,2000,504.810583753,337.338376563,803.984067879
Honduras,HND,2005,611.006609499,351.439847899,902.967022751
Honduras,HND,2006,619.529956906,349.698582323,911.727931413
Honduras,HND,2010,653.660383305,332.052789405,965.040421053
Honduras,HND,2016,712.086685272,347.567275827,1096.0473932
Hungary,HUN,1990,10013.7030507,3402.58596965,14237.6170179
Hungary,HUN,1995,10275.2196103,3744.73703688,13758.6427569
Hungary,HUN,2000,10085.7917536,3287.17463528,12551.8078787
Hungary,HUN,2005,10329.7439323,2540.42460697,13378.4977665
Hungary,HUN,2006,10332.7503622,2352.68023642,13699.1704218
Hungary,HUN,2010,10466.5432733,1747.3834734,13868.9298142
Hungary,HUN,2016,10266.2318616,1558.35725886,12877.1478278
Iceland,ISL,1990,199.417616991,19.1289972922,120.061220382
Iceland,ISL,1995,215.624196319,19.1853668279,109.189993678
Iceland,ISL,2000,210.762348342,17.508944878,98.9694421276
Iceland,ISL,2005,214.100861745,14.9504218748,89.6087629427
Iceland,ISL,2006,216.918965345,14.8706281486,88.8050108207
Iceland,ISL,2010,220.500860705,12.8454825937,89.2393862444
Iceland,ISL,2016,241.153550669,10.9757582998,103.475752375
India,IND,1990,110461.196861,96339.8613453,265796.080342
India,IND,1995,124012.188559,107869.788249,284772.266044
India,IND,2000,142628.793617,123143.777783,304378.312133
India,IND,2005,167130.467615,127247.8387,328003.284319
India,IND,2006,172474.181774,128429.661895,333688.642787
India,IND,2010,202952.373927,131320.472491,366569.337237
India,IND,2016,231623.050868,113184.645478,375183.714607
Indonesia,IDN,1990,31748.1963509,22525.954539,51903.9383598
Indonesia,IDN,1995,35812.9451669,24367.3605866,57887.1825552
Indonesia,IDN,2000,40167.4306251,29470.719459,61659.4959048
Indonesia,IDN,2005,48772.4585628,35034.0740683,71701.5495271
Indonesia,IDN,2006,51165.7763733,35965.6010678,73149.5336349
Indonesia,IDN,2010,57581.4414692,37854.6540341,80693.0572954
Indonesia,IDN,2016,62069.3350923,37668.0986096,94138.2767648
Iran,IRN,1990,5005.41176735,2844.07317234,9038.62902196
Iran,IRN,1995,6595.19442899,3634.41459362,10233.0958197
Iran,IRN,2000,8351.95272714,4496.51118033,11514.7652231
Iran,IRN,2005,11276.8230471,4999.61175531,12897.1316399
Iran,IRN,2006,11643.0548259,5035.90124938,13050.7964552
Iran,IRN,2010,12808.6115824,5199.7413854,13082.6320397
Iran,IRN,2016,12872.0963174,5359.47810269,14782.4526363
Iraq,IRQ,1990,4131.99663037,1762.87693985,4906.40895843
Iraq,IRQ,1995,4560.63754826,2221.81365578,5768.73349451
Iraq,IRQ,2000,5068.72689032,2843.64028112,6586.1145019
Iraq,IRQ,2005,5629.78361886,3120.74290586,7503.5540981
Iraq,IRQ,2006,5734.48755404,3208.01930612,7597.03875347
Iraq,IRQ,2010,6088.74864584,3468.25697011,7653.91215889
Iraq,IRQ,2016,6273.53418083,4067.26346382,8398.70408072
Ireland,IRL,1990,4519.81467242,281.392050786,2510.36347011
Ireland,IRL,1995,4746.84467765,266.560702654,2129.05086532
Ireland,IRL,2000,4586.65382063,271.559288957,1904.47675344
Ireland,IRL,2005,3911.09060491,234.543154632,1606.99965939
Ireland,IRL,2006,3816.50512602,233.15947944,1576.54648796
Ireland,IRL,2010,3583.05387769,210.628504143,1527.22719212
Ireland,IRL,2016,3694.64035993,178.708140495,1527.6086779
Israel,ISR,1990,2504.9451732,277.958260221,1686.16690349
Israel,ISR,1995,2845.53158075,330.366989675,1685.58985727
Israel,ISR,2000,2772.65000537,317.304859715,1583.76017663
Israel,ISR,2005,2900.16778873,284.083546234,1554.27097721
Israel,ISR,2006,2923.55848021,277.064824474,1563.44060187
Israel,ISR,2010,2845.49542987,239.198639648,1575.22664686
Israel,ISR,2016,3170.00561833,234.99501563,1722.40468896
Italy,ITA,1990,47265.8360167,4919.91373081,42128.180724
Italy,ITA,1995,51885.0322121,4448.33114673,36373.615179
Italy,ITA,2000,55889.2888795,3660.98700152,29500.2774025
Italy,ITA,2005,57150.6407971,2957.23061227,23936.5040339
Italy,ITA,2006,58923.7964471,2936.9055798,23525.8111325
Italy,ITA,2010,63055.8862963,2709.97810086,21812.2557877
Italy,ITA,2016,65871.845616,2543.63386267,21085.3857386
Jamaica,JAM,1990,432.088786045,119.737694671,411.803442568
Jamaica,JAM,1995,549.839723712,138.042110045,473.493839383
Jamaica,JAM,2000,685.654816514,165.619679763,560.321447641
Jamaica,JAM,2005,693.873323554,145.610458117,503.176703385
Jamaica,JAM,2006,727.884510002,143.979848222,537.259056933
Jamaica,JAM,2010,809.288976938,141.628974654,614.761364465
Jamaica,JAM,2016,920.166276404,144.392882987,742.168001449
Japan,JPN,1990,78042.5460025,7301.97248016,39727.9511786
Japan,JPN,1995,84163.9856093,7001.40751327,41988.7802471
Japan,JPN,2000,91128.7599995,5911.97317659,40126.3793354
Japan,JPN,2005,100705.087947,5089.43344147,36805.336063
Japan,JPN,2006,101996.421913,4960.80562408,36062.0474489
Japan,JPN,2010,108143.339569,4440.19228086,34264.2319645
Japan,JPN,2016,117635.698421,3425.58683183,26865.406972
Jordan,JOR,1990,451.183000763,234.280235853,598.403855132
Jordan,JOR,1995,482.376730187,313.293186348,780.266010391
Jordan,JOR,2000,545.690944859,331.299405035,865.255291747
Jordan,JOR,2005,744.254916353,349.451122176,1009.82084249
Jordan,JOR,2006,759.033549571,358.907417632,1016.61061352
Jordan,JOR,2010,837.833133728,411.335298525,1067.31930534
Jordan,JOR,2016,991.443734278,578.981411429,1193.10137341
Kazakhstan,KAZ,1990,5585.51936685,3372.44788697,14456.9110376
Kazakhstan,KAZ,1995,5929.5117294,5826.11914199,18289.5764359
Kazakhstan,KAZ,2000,6079.16144376,5987.22374451,14406.9148235
Kazakhstan,KAZ,2005,5895.65946103,6154.80452461,14495.7433858
Kazakhstan,KAZ,2006,6012.44821609,6018.55667961,14202.2894843
Kazakhstan,KAZ,2010,5906.69428419,4423.32625162,11453.4897132
Kazakhstan,KAZ,2016,5027.8342597,3097.78177355,11334.9334848
Kenya,KEN,1990,1125.75643304,496.566308163,1177.86233704
Kenya,KEN,1995,1379.7016671,733.690561256,1510.8060627
Kenya,KEN,2000,1605.41650171,986.608802413,1885.87649112
Kenya,KEN,2005,1808.50827498,1129.12776989,2178.77448508
Kenya,KEN,2006,1820.38887527,1139.27993743,2208.12288519
Kenya,KEN,2010,1906.96320544,1227.72307875,2418.47500113
Kenya,KEN,2016,2034.20069603,1424.59300675,2791.05927694
Kiribati,KIR,1990,23.2434276098,24.0146271527,49.1007846909
Kiribati,KIR,1995,25.2160652945,29.1753775547,51.7190265443
Kiribati,KIR,2000,27.1795003978,36.4977183688,59.2996720344
Kiribati,KIR,2005,33.015812912,41.0421837906,67.2402744431
Kiribati,KIR,2006,34.1051906755,42.4094518882,70.5317742547
Kiribati,KIR,2010,36.3462568794,45.8213834177,80.0597019987
Kiribati,KIR,2016,40.01637293,44.0561108438,94.7220589785
Kuwait,KWT,1990,86.167027436,121.835013032,209.489423706
Kuwait,KWT,1995,89.9731723878,131.746354138,177.432060727
Kuwait,KWT,2000,93.1963700154,154.059717636,207.717623637
Kuwait,KWT,2005,113.699600471,196.325046759,230.370393067
Kuwait,KWT,2006,120.133879796,206.821786023,240.126929404
Kuwait,KWT,2010,129.414052373,212.926699372,245.32684542
Kuwait,KWT,2016,128.431726114,263.15959475,335.60946519
Kyrgyzstan,KGZ,1990,1108.88563688,548.371238173,2370.21910711
Kyrgyzstan,KGZ,1995,1186.30038214,983.06614685,2899.14495904
Kyrgyzstan,KGZ,2000,1153.7244927,906.319358954,2106.47542062
Kyrgyzstan,KGZ,2005,1329.88783721,937.087639967,2094.81781342
Kyrgyzstan,KGZ,2006,1400.48033352,967.441409368,2130.91333362
Kyrgyzstan,KGZ,2010,1380.51619174,786.994852276,1962.38111234
Kyrgyzstan,KGZ,2016,967.53173213,636.61468571,2310.50087308
Laos,LAO,1990,1601.84358294,954.220213535,2410.91324176
Laos,LAO,1995,1792.45871127,1074.36570086,2480.16942809
Laos,LAO,2000,1977.15681803,1176.0876942,2492.67579976
Laos,LAO,2005,2131.83263673,1204.73913559,2551.38659731
Laos,LAO,2006,2156.27786023,1214.54429798,2572.48738792
Laos,LAO,2010,2229.93972465,1175.9932159,2657.44469189
Laos,LAO,2016,2272.76136116,1122.93190976,2829.27651635
Latin America and Caribbean,,1990,80844.4406876,34346.3478424,94667.0642997
Latin America and Caribbean,,1995,92813.4876199,36312.8658817,101591.696355
Latin America and Caribbean,,2000,100982.094755,35244.5229976,101590.619686
Latin America and Caribbean,,2005,110505.563295,32004.2088913,101660.602071
Latin America and Caribbean,,2006,111847.690144,31326.771055,101673.49522
Latin America and Caribbean,,2010,118389.918303,28848.2277455,103419.48428
Latin America and Caribbean,,2016,130607.927726,24358.2568894,108491.027562
Latvia,LVA,1990,1554.55840995,530.376438911,2917.4929246
Latvia,LVA,1995,1583.82126696,808.076684815,3755.19632286
Latvia,LVA,2000,1525.00684354,481.151099271,2694.6616276
Latvia,LVA,2005,1818.79280403,480.898926371,2698.21669196
Latvia,LVA,2006,1878.08321898,502.593337781,2749.74101076
Latvia,LVA,2010,1653.31608752,324.946626622,2116.98771738
Latvia,LVA,2016,1567.33535288,223.046395397,1822.52650173
Lebanon,LBN,1990,1013.57820456,400.664465652,1572.43640846
Lebanon,LBN,1995,890.018128558,336.332456232,1245.02660305
Lebanon,LBN,2000,975.195352411,283.441293097,1034.03931548
Lebanon,LBN,2005,1262.07272916,318.574696177,1191.73492095
Lebanon,LBN,2006,1334.35293185,320.405792179,1198.4336135
Lebanon,LBN,2010,1617.95798646,307.360057691,1193.86208279
Lebanon,LBN,2016,2500.56237039,367.712883657,1600.95059008
Lesotho,LSO,1990,320.506488844,131.096374357,540.185250343
Lesotho,LSO,1995,414.611790696,165.595453721,620.37799621
Lesotho,LSO,2000,562.192396914,247.702631163,805.157831958
Lesotho,LSO,2005,679.855591655,323.887363759,1038.80647018
Lesotho,LSO,2006,699.523648645,337.896419064,1049.35988418
Lesotho,LSO,2010,711.181381956,359.590612185,1027.3530339
Lesotho,LSO,2016,670.98395263,467.966552091,975.884372358
Liberia,LBR,1990,94.7692356003,87.131116711,205.868507105
Liberia,LBR,1995,92.2795266893,82.3965295431,192.286787221
Liberia,LBR,2000,127.4591128,122.676032312,267.908480219
Liberia,LBR,2005,137.072507879,130.910481617,285.043452984
Liberia,LBR,2006,144.869927257,137.365664336,300.562238006
Liberia,LBR,2010,184.511795434,162.213721321,378.210216111
Liberia,LBR,2016,218.240856143,159.916705529,442.047938265
Libya,LBY,1990,443.705530628,240.272171476,646.610695972
Libya,LBY,1995,522.93921786,271.180642064,712.612406631
Libya,LBY,2000,647.46192204,337.608812212,833.803820304
Libya,LBY,2005,780.621431698,387.919470532,951.385714594
Libya,LBY,2006,806.691907614,398.504849701,974.959670916
Libya,LBY,2010,939.070849026,436.485202497,1065.34070953
Libya,LBY,2016,1163.97469418,534.217423697,1431.88998802
Lithuania,LTU,1990,2052.46870838,674.491480574,3378.28817617
Lithuania,LTU,1995,2179.49553006,875.514633569,4003.92337004
Lithuania,LTU,2000,2028.87363277,561.438535283,2838.53251059
Lithuania,LTU,2005,2321.91769664,692.944139596,3151.4044843
Lithuania,LTU,2006,2347.29538441,714.147218946,3208.26160979
Lithuania,LTU,2010,2158.44458205,513.982907003,2696.62476034
Lithuania,LTU,2016,1946.66263033,339.802689686,2359.97727678
Luxembourg,LUX,1990,356.876618807,45.2299214497,296.874141925
Luxembourg,LUX,1995,344.000914795,41.9368259093,280.030266106
Luxembourg,LUX,2000,338.34892399,38.879970509,228.136834872
Luxembourg,LUX,2005,338.319457231,34.7347221032,203.254590117
Luxembourg,LUX,2006,331.827757846,33.3904748141,200.659325328
Luxembourg,LUX,2010,347.13288003,28.4363813556,188.898849165
Luxembourg,LUX,2016,375.273316152,25.1386489579,197.400592197
Macedonia,MKD,1990,898.247092323,323.706556393,1560.59879233
Macedonia,MKD,1995,960.720561835,352.884143466,1624.38706782
Macedonia,MKD,2000,1188.0479561,381.426707816,1712.96882584
Macedonia,MKD,2005,1383.59325168,351.83381889,1803.39825886
Macedonia,MKD,2006,1410.75899752,342.641377294,1818.89284636
Macedonia,MKD,2010,1479.6417069,319.39716129,1881.68044697
Macedonia,MKD,2016,1374.96561158,307.599802414,1919.79568601
Madagascar,MDG,1990,1046.5052642,1320.28689483,2236.50428523
Madagascar,MDG,1995,1157.33281471,1528.0302315,2308.84948816
Madagascar,MDG,2000,1233.61376712,1726.49036666,2335.93958107
Madagascar,MDG,2005,1276.81701304,1861.61238107,2476.19334929
Madagascar,MDG,2006,1276.35437057,1872.65326586,2488.55590307
Madagascar,MDG,2010,1319.07201042,2126.15368065,2778.98071538
Madagascar,MDG,2016,1389.99071786,2400.68153893,3367.90590069
Malawi,MWI,1990,924.363255885,418.154871129,1073.4263782
Malawi,MWI,1995,1323.88494018,516.90665803,1499.27589812
Malawi,MWI,2000,1584.74602792,676.153596629,2021.24473751
Malawi,MWI,2005,1683.71115923,674.334372733,2148.25402646
Malawi,MWI,2006,1727.71058286,682.684791507,2201.28265534
Malawi,MWI,2010,1928.63819539,703.329659308,2310.0991793
Malawi,MWI,2016,2217.17283292,777.9018533,2184.03087717
Malaysia,MYS,1990,5368.70282943,1585.09626989,5689.96048842
Malaysia,MYS,1995,6574.26868542,1970.62182981,6463.57529692
Malaysia,MYS,2000,7288.15840777,2337.09466677,7341.4479822
Malaysia,MYS,2005,8376.00024086,2574.19748356,8182.64883259
Malaysia,MYS,2006,8552.25479671,2621.87148081,8324.39964011
Malaysia,MYS,2010,9411.06203288,2736.99131195,8931.70901465
Malaysia,MYS,2016,10616.6681409,3019.4893293,10549.097537
Maldives,MDV,1990,37.8742603201,18.9102972002,71.741045453
Maldives,MDV,1995,46.3282712563,14.6854096511,78.5179208325
Maldives,MDV,2000,53.6721270712,12.1723090599,71.1848571413
Maldives,MDV,2005,61.5370854054,10.6312785048,53.3902325214
Maldives,MDV,2006,63.1413490513,10.3276145651,50.2705296403
Maldives,MDV,2010,75.4522313185,9.68371641343,44.9143333564
Maldives,MDV,2016,81.9380353439,12.8099785471,49.2357592633
Mali,MLI,1990,667.29512261,359.814083504,1088.37879334
Mali,MLI,1995,708.901801751,329.851506168,977.953305984
Mali,MLI,2000,639.443406882,328.037628428,855.799483343
Mali,MLI,2005,614.448090683,363.181217634,828.912976549
Mali,MLI,2006,612.310813337,369.654131771,829.755789218
Mali,MLI,2010,624.086080997,420.041040658,854.341572499
Mali,MLI,2016,618.17616713,451.923352502,841.272858211
Malta,MLT,1990,200.840990809,24.6803516877,183.575980733
Malta,MLT,1995,219.891265115,26.6990190265,162.087426606
Malta,MLT,2000,246.065901398,25.4047437593,163.413907901
Malta,MLT,2005,229.418464533,19.0798769736,138.817366405
Malta,MLT,2006,230.847825079,18.8021261204,143.215705624
Malta,MLT,2010,226.570153885,17.2106825275,155.521670236
Malta,MLT,2016,238.665554484,14.3976983587,146.785200327
Marshall Islands,MHL,1990,4.54309057771,8.33418643203,12.5097266822
Marshall Islands,MHL,1995,4.93288220015,9.94207537756,13.4678394149
Marshall Islands,MHL,2000,5.17475107348,11.313453939,14.3028730032
Marshall Islands,MHL,2005,5.95634076454,14.069492694,16.9157706146
Marshall Islands,MHL,2006,6.12276065825,14.8035664386,17.6593010997
Marshall Islands,MHL,2010,6.45850051963,16.0369587566,19.2943419522
Marshall Islands,MHL,2016,7.07829680895,17.6994003057,21.8841126438
Mauritania,MRT,1990,140.438944077,117.562026665,280.843118741
Mauritania,MRT,1995,155.294566814,117.878154502,284.580816716
Mauritania,MRT,2000,152.615792683,106.412623419,251.558813574
Mauritania,MRT,2005,152.396721922,104.033456711,238.416160638
Mauritania,MRT,2006,153.083508472,102.80209805,236.555091434
Mauritania,MRT,2010,165.183776145,111.683015633,255.034568598
Mauritania,MRT,2016,201.010523149,131.659226701,324.839529217
Mauritius,MUS,1990,325.386137847,171.143739936,557.81393793
Mauritius,MUS,1995,363.808223858,193.319538337,542.541817568
Mauritius,MUS,2000,393.038713799,206.475975615,501.746194876
Mauritius,MUS,2005,354.133554029,174.74570043,434.101001593
Mauritius,MUS,2006,346.781887722,165.667185685,419.748626317
Mauritius,MUS,2010,317.28499243,145.794922045,413.309406045
Mauritius,MUS,2016,376.446764303,109.999923594,451.763900975
Mexico,MEX,1990,12135.3669899,4107.89252465,11694.8875574
Mexico,MEX,1995,14332.4416373,4516.08559424,13125.2772977
Mexico,MEX,2000,14354.0141159,4460.88355096,13572.156584
Mexico,MEX,2005,16290.6581185,4049.31140932,12933.2663204
Mexico,MEX,2006,15950.7373682,3854.86505275,12350.7915691
Mexico,MEX,2010,17660.4414987,4176.45216813,12383.2473282
Mexico,MEX,2016,20286.5754946,4270.10692543,14229.4604081
Micronesia (country),FSM,1990,32.7564546066,21.6896206404,45.2315003971
Micronesia (country),FSM,1995,35.7338795665,27.4771850646,47.4430578661
Micronesia (country),FSM,2000,32.2461154159,28.2641868719,45.4175839051
Micronesia (country),FSM,2005,33.3658062567,25.4436843946,48.0517572854
Micronesia (country),FSM,2006,33.4613108613,25.0611981131,49.4995107093
Micronesia (country),FSM,2010,32.7333989787,23.4004837108,58.3307002681
Micronesia (country),FSM,2016,29.4149512602,20.7072479925,68.9191865565
Moldova,MDA,1990,1749.35187289,796.102567701,3878.57014756
Moldova,MDA,1995,1858.24771928,1222.01725645,4497.66162982
Moldova,MDA,2000,1510.75438176,964.540571557,3087.4932474
Moldova,MDA,2005,1652.65573412,1048.78004655,3312.25817503
Moldova,MDA,2006,1623.75994892,992.295660323,3192.87364365
Moldova,MDA,2010,1635.10691266,854.891780142,3306.85058387
Moldova,MDA,2016,1244.51908242,592.718512415,3098.81504406
Mongolia,MNG,1990,813.653388867,239.724627192,1086.10457738
Mongolia,MNG,1995,959.361842744,373.708835083,1336.09335383
Mongolia,MNG,2000,887.02394549,497.470966563,1336.18863516
Mongolia,MNG,2005,909.800599534,764.70381025,1530.84715625
Mongolia,MNG,2006,900.167012136,774.784437755,1539.97889547
Mongolia,MNG,2010,871.850922137,759.562583356,1651.80850894
Mongolia,MNG,2016,1026.05118216,738.079353812,1824.68564941
Montenegro,MNE,1990,306.392893937,94.513637574,487.809385302
Montenegro,MNE,1995,387.751184929,110.03266469,581.294955096
Montenegro,MNE,2000,496.365242174,124.664464973,596.922041141
Montenegro,MNE,2005,554.00846138,107.68313388,629.214879533
Montenegro,MNE,2006,555.596873523,107.527680553,621.702261332
Montenegro,MNE,2010,558.836580955,104.251813745,577.89032132
Montenegro,MNE,2016,570.791908392,92.6565072281,632.533503708
Morocco,MAR,1990,2260.00921891,1767.69324025,5353.37615964
Morocco,MAR,1995,2625.66645335,2052.61909102,5193.42640723
Morocco,MAR,2000,2953.17891313,2359.14259065,4789.04497922
Morocco,MAR,2005,3125.57818476,2470.59847771,5410.78474537
Morocco,MAR,2006,3144.17035525,2483.01966789,5520.81165236
Morocco,MAR,2010,3290.65195026,2429.65013221,6258.61966931
Morocco,MAR,2016,3690.40107623,2264.34712814,7578.27774499
Mozambique,MOZ,1990,1168.65903714,868.744564588,2162.29716881
Mozambique,MOZ,1995,1282.00508932,1080.44855236,2373.00088268
Mozambique,MOZ,2000,1490.48456684,1254.47890753,2768.02500867
Mozambique,MOZ,2005,1707.98717928,1332.28341295,3070.64561701
Mozambique,MOZ,2006,1783.52824777,1383.81107258,3214.14288463
Mozambique,MOZ,2010,2159.59611589,1637.40363921,3974.84013782
Mozambique,MOZ,2016,2572.71240138,1682.7872632,4192.81943378
Myanmar,MMR,1990,23252.6301075,7512.8436821,27674.6819192
Myanmar,MMR,1995,25458.7781395,8368.96999247,28244.2537378
Myanmar,MMR,2000,27944.2697484,9212.96612893,27880.0990067
Myanmar,MMR,2005,29017.2570565,8784.45194343,27609.8054312
Myanmar,MMR,2006,28692.8671665,8576.88584479,27248.9288786
Myanmar,MMR,2010,27348.4456383,7761.64636396,26184.7480438
Myanmar,MMR,2016,27513.5877706,6734.9376528,27688.142461
Namibia,NAM,1990,289.776903478,115.52356137,376.702404831
Namibia,NAM,1995,345.573273253,143.13930605,427.67920023
Namibia,NAM,2000,446.416377605,217.421908906,555.165665078
Namibia,NAM,2005,440.474990785,197.951501017,522.641976296
Namibia,NAM,2006,435.882287044,190.163744001,517.284829339
Namibia,NAM,2010,391.821446566,157.663402266,441.03530821
Namibia,NAM,2016,364.63744047,144.473287646,409.163478224
Nepal,NPL,1990,4665.21024,2825.49345868,8844.34322731
Nepal,NPL,1995,5555.53062654,3043.91968609,9648.54000043
Nepal,NPL,2000,6981.08719829,3236.64534896,10340.612097
Nepal,NPL,2005,9215.47235409,3197.91627311,12134.8577594
Nepal,NPL,2006,9460.13297746,3179.11309251,12310.561102
Nepal,NPL,2010,10426.7616176,2903.80970269,12704.1212246
Nepal,NPL,2016,11093.5736246,2506.81926058,11316.9330617
Netherlands,NLD,1990,15580.9551948,1479.71912103,10462.8480645
Netherlands,NLD,1995,17198.4656703,1662.60298407,10018.3692737
Netherlands,NLD,2000,18001.9332146,1636.78609036,9685.99984594
Netherlands,NLD,2005,18280.4674812,1355.35793333,9073.89835024
Netherlands,NLD,2006,18264.9189097,1264.27367819,8972.80478336
Netherlands,NLD,2010,18744.8257828,1028.33667556,9145.41442238
Netherlands,NLD,2016,19449.8204771,773.642033466,8972.55372811
New Zealand,NZL,1990,2638.2104838,264.28436259,1966.57462953
New Zealand,NZL,1995,2733.75679029,245.226878665,1697.68431183
New Zealand,NZL,2000,2679.89240269,231.45929585,1422.98765379
New Zealand,NZL,2005,2603.09337934,229.157024214,1313.23277188
New Zealand,NZL,2006,2634.05882584,222.034098113,1325.68760547
New Zealand,NZL,2010,2658.98050646,199.068977854,1285.6338837
New Zealand,NZL,2016,2914.84368901,162.463536136,1379.57715875
Nicaragua,NIC,1990,124.158446807,103.461354054,208.635275897
Nicaragua,NIC,1995,168.766839876,126.800224374,262.185084837
Nicaragua,NIC,2000,188.192986161,121.595036914,259.480212561
Nicaragua,NIC,2005,237.868663443,124.447061983,275.992802126
Nicaragua,NIC,2006,243.055761399,120.254694184,276.306536226
Nicaragua,NIC,2010,276.809191625,123.283351701,305.030538711
Nicaragua,NIC,2016,350.160254639,144.061532817,370.059035246
Niger,NER,1990,190.164200922,286.182112665,485.79531594
Niger,NER,1995,198.343064082,319.733097231,476.628447202
Niger,NER,2000,236.269503069,389.07142819,531.40143827
Niger,NER,2005,306.249078187,460.33957489,689.939476513
Niger,NER,2006,326.988328911,477.58662661,740.171499286
Niger,NER,2010,404.269570667,521.262094807,935.137391287
Niger,NER,2016,520.154924423,639.910498432,1261.39131486
Nigeria,NGA,1990,6048.65188618,3761.84276714,7699.70095326
Nigeria,NGA,1995,6502.10711143,4076.8641706,8104.30066772
Nigeria,NGA,2000,6766.73960068,3673.0130484,8277.69804815
Nigeria,NGA,2005,4120.51073214,2753.34089138,6134.45008299
Nigeria,NGA,2006,3650.32091925,2685.20689713,5884.04777262
Nigeria,NGA,2010,3082.97803721,2576.46964452,5174.53825014
Nigeria,NGA,2016,3357.74630183,2603.24774034,5065.30929866
North Africa and Middle East,,1990,51180.8581582,30337.3334545,85860.7309972
North Africa and Middle East,,1995,62879.9850706,36658.759774,94826.2099488
North Africa and Middle East,,2000,69665.0094993,39323.1784982,97103.4019925
North Africa and Middle East,,2005,77014.9212897,40847.3722106,105355.343324
