Entity,Code,Year,70+ years old (deaths),5-14 years old (deaths),15-49 years old (deaths),50-69 years old (deaths),Under-5s (deaths)
Equatorial Guinea,GNQ,1995,12.9874188681,0.864580697602,5.50537346124,10.5589907628,34.455329085
Equatorial Guinea,GNQ,2000,11.9611985209,0.788795307074,5.13278696609,7.92807895307,18.0366114605
Equatorial Guinea,GNQ,2005,9.55197119819,0.594771909962,4.04896213684,5.99717142284,9.88918786674
Equatorial Guinea,GNQ,2006,9.37541450241,0.687300511551,4.08187563018,6.13599725968,10.5009937969
Equatorial Guinea,GNQ,2010,8.79905585321,0.700404462495,3.79324631831,6.84218606574,9.93100739814
Equatorial Guinea,GNQ,2016,8.99741817329,0.557376849382,3.6473514809,9.8662222592,5.68925261941
Eritrea,ERI,1990,29.8304293979,10.1010724871,38.6572839638,61.9951279094,221.159117943
Eritrea,ERI,1995,26.4215749307,10.2835808033,27.6978885449,52.6434867283,172.798613403
Eritrea,ERI,2000,36.7832445767,10.2139608472,28.0155743838,67.3554770608,164.879950495
Eritrea,ERI,2005,46.1548871238,9.08265667084,31.1136937599,75.493310046,159.944107951
Eritrea,ERI,2006,48.680557455,8.93911055335,31.887927978,77.2093776586,159.449213966
Eritrea,ERI,2010,60.2652182614,9.49659688963,36.838537643,87.0021962726,150.282714686
Eritrea,ERI,2016,72.5845273638,8.17971353411,38.9437217567,85.9951323119,93.7239612109
Estonia,EST,1990,266.351102416,0.480953042412,11.0300885487,91.6082371326,6.0436638254
Estonia,EST,1995,260.219970911,0.565281780974,15.0893653753,105.930575733,5.14162688875
Estonia,EST,2000,233.977383582,0.393550249296,10.8929594832,76.8871162924,2.80747744298
Estonia,EST,2005,213.019516446,0.19648493925,7.49412200565,55.9097994197,1.65714055274
Estonia,EST,2006,208.155193384,0.169878634845,7.0158458495,53.7779294709,1.32153172228
Estonia,EST,2010,171.165287244,0.155158981971,4.7489994225,34.57111538,1.32331336489
Estonia,EST,2016,177.864653459,0.107134030547,4.20138071761,31.4983116791,0.754983319583
Ethiopia,ETH,1990,450.226477055,50.6692365874,287.473691645,547.844283012,1330.00131114
Ethiopia,ETH,1995,491.200099727,51.1792051395,292.237823498,571.346746095,1141.59564087
Ethiopia,ETH,2000,540.43325663,54.0739272848,289.266252442,616.940661635,1126.81850207
Ethiopia,ETH,2005,536.294001879,53.5953505703,245.936566888,592.150132705,911.565286828
Ethiopia,ETH,2006,531.231465914,52.4966458067,236.958840158,580.209094147,849.38769565
Ethiopia,ETH,2010,548.818646828,49.1233167525,230.337491338,556.473791416,651.138803992
Ethiopia,ETH,2016,659.577840139,34.318244282,261.682954518,603.174433558,344.743306779
Fiji,FJI,1990,41.100759274,1.00370702531,23.531096125,50.3334409257,8.60547688713
Fiji,FJI,1995,50.670584334,1.00586763973,29.2308334201,64.7302095293,7.51135628657
Fiji,FJI,2000,61.1020947989,1.18561702328,32.9929573392,82.931446708,8.27052688801
Fiji,FJI,2005,71.5819433199,0.965302117392,33.7350088795,98.5259625338,7.76312202528
Fiji,FJI,2006,73.9438539017,0.978967268833,32.8329766781,102.114882792,7.72941946266
Fiji,FJI,2010,86.8355448015,0.998907812129,29.3611410291,118.556201571,7.68131672438
Fiji,FJI,2016,109.189815466,0.855709760703,28.5705389194,129.307631688,5.67608828748
Finland,FIN,1990,241.576508987,0.379807452968,26.4982867778,126.568201944,1.52041461778
Finland,FIN,1995,205.568956791,0.271602705461,22.4681091871,93.6397340246,0.876232722038
Finland,FIN,2000,175.746262924,0.181775315177,16.5392835436,74.2196853541,0.594819478052
Finland,FIN,2005,142.402992518,0.139081719073,13.0561233505,67.0320070603,0.360164441802
Finland,FIN,2006,140.899523489,0.104844107094,12.3630348148,66.7512651989,0.291230786071
Finland,FIN,2010,138.485967776,0.0645812157278,10.4849731579,65.4614002715,0.223828317396
Finland,FIN,2016,138.913175939,0.0481822212507,7.643792611,59.4193816434,0.146105353969
France,FRA,1990,2394.46750525,4.97059940444,178.05458883,853.503379619,32.9942026514
France,FRA,1995,2310.76130951,3.8316422842,189.995275314,764.111215479,18.7570350583
France,FRA,2000,2292.03794785,3.16140870597,163.981904715,733.328391377,14.7805433113
France,FRA,2005,2011.33132438,2.19870993,128.678919451,635.603072163,10.6365357827
France,FRA,2006,1987.6228268,2.10699940934,122.008873773,595.029586653,10.4256090182
France,FRA,2010,1702.1955728,1.79209233695,104.528520306,508.341472985,9.14131787709
France,FRA,2016,1658.97210317,1.59171719894,90.12288533,523.723608305,7.33828360886
Gabon,GAB,1990,52.2820498945,1.4846658819,9.5722295003,38.7155359437,30.9282750946
Gabon,GAB,1995,58.592040968,1.47900404715,10.4378768627,40.669238199,25.5368761002
Gabon,GAB,2000,70.9755509207,1.49979769908,12.8410378146,43.7432479321,24.9651686161
Gabon,GAB,2005,67.8930013335,1.72942499818,12.3069773913,39.3117411773,28.7355772345
Gabon,GAB,2006,65.3179094574,1.68725952797,12.1021649942,37.9988097976,28.2161215313
Gabon,GAB,2010,54.406175317,1.4854830641,10.1984069366,31.6628185244,20.6924591387
Gabon,GAB,2016,52.9079679836,1.35420860531,10.0287418486,29.9154806125,14.4585542806
Gambia,GMB,1990,32.477819505,4.01695847661,10.6398155676,24.4570610123,109.516421855
Gambia,GMB,1995,40.1063258015,4.0122874017,11.316159933,27.942587461,89.3489495703
Gambia,GMB,2000,50.3389571041,4.22365957503,13.4914469891,31.9501719,79.1468300899
Gambia,GMB,2005,57.5441546512,5.31722158236,14.6162973858,36.6028152148,85.0019432154
Gambia,GMB,2006,57.8588645468,5.35981067979,14.8382110132,37.8722627235,82.2576677225
Gambia,GMB,2010,56.9419235513,4.70814380075,15.3651880208,41.1991776686,65.0446196051
Gambia,GMB,2016,58.334998465,4.57754791302,17.3801670871,45.7264247239,51.2206432476
Georgia,GEO,1990,922.821168371,20.7725716918,77.314673494,523.929922276,234.992158161
Georgia,GEO,1995,894.585204586,16.9842627773,80.987549748,504.4506839,138.550552297
Georgia,GEO,2000,990.394160378,10.7127948423,66.0788271219,426.747223229,95.459957986
Georgia,GEO,2005,1098.22514291,4.90905882738,63.7965472048,401.983822094,40.3332880334
Georgia,GEO,2006,1068.006438,4.68391989427,59.5840930141,370.726198071,39.4439238057
Georgia,GEO,2010,1070.95111337,3.26603351781,50.216488543,313.54590816,24.7089682168
Georgia,GEO,2016,911.571940607,1.88189220104,33.6354803839,257.173227023,11.624149353
Germany,DEU,1990,5937.33189778,8.08696808245,370.71952796,2367.21173003,42.5944753436
Germany,DEU,1995,4928.25583131,5.64018371574,321.07787529,2089.43534431,17.6872605068
Germany,DEU,2000,4248.90924254,4.67056298651,284.739129609,1673.21040604,13.3620084214
Germany,DEU,2005,3696.18758408,3.8502047617,241.196223741,1355.388136,11.1817036957
Germany,DEU,2006,3634.31680867,3.40069611695,231.187617028,1288.45561008,10.15274542
Germany,DEU,2010,3659.77344967,2.87285588254,194.889916212,1108.42200791,9.02034091193
Germany,DEU,2016,3825.00618967,2.09482455407,155.782852792,1047.85047628,7.19479047884
Ghana,GHA,1990,117.727073152,13.611686528,86.1712892565,153.934160156,244.486040763
Ghana,GHA,1995,143.724885698,13.6337463344,88.5976118351,163.435040938,202.389729856
Ghana,GHA,2000,245.261717775,14.9157165412,131.412550902,244.7911551,188.241503385
Ghana,GHA,2005,277.471320814,14.5433286011,143.959453705,244.294647167,183.105266922
Ghana,GHA,2006,272.586705241,13.9310836679,138.34709128,236.693334024,173.178484306
Ghana,GHA,2010,281.426497364,11.4713147151,131.799038887,242.196573072,139.246644949
Ghana,GHA,2016,240.514842838,10.8711828578,124.199215766,248.718242119,97.4042200211
Greece,GRC,1990,1920.96852506,2.48090910648,41.439212217,402.587284043,10.1489594717
Greece,GRC,1995,1739.47505988,1.93100134786,43.1242343543,398.450212522,7.62983035409
Greece,GRC,2000,1669.2533724,1.58541188094,40.4355799228,349.580455763,6.82227021764
Greece,GRC,2005,1569.29202821,1.35426894079,37.7588775901,278.580424094,5.41984289306
Greece,GRC,2006,1552.23731374,1.19548677514,37.6513563146,266.416116716,5.11105238244
Greece,GRC,2010,1581.54020894,0.962867761809,37.0769108816,232.391780305,4.05916373245
Greece,GRC,2016,1673.50416439,0.921427066017,34.0331828013,225.67221296,2.9977474076
Greenland,GRL,1990,1.95088159797,0.010072731867,0.233241624023,1.09729466473,0.361603745498
Greenland,GRL,1995,1.83322017638,0.00748999919436,0.196783096221,1.15276168004,0.159727284777
Greenland,GRL,2000,1.854491759,0.006278242527,0.226676479659,1.18054814767,0.0773423583482
Greenland,GRL,2005,1.87743224582,0.00631187780403,0.220765811329,1.15625041614,0.062101809151
Greenland,GRL,2006,1.77653905734,0.00596398341072,0.200772553281,1.112570462,0.0623105178913
Greenland,GRL,2010,1.53476703708,0.00299683954729,0.193698181578,1.1344490896,0.0510778974083
Greenland,GRL,2016,1.52710433405,0.00250172515535,0.143078095764,1.1115991261,0.0398907446177
Grenada,GRD,1990,5.9801347435,0.0664472287508,0.844081134155,3.37984699133,0.591761755671
Grenada,GRD,1995,7.07366078258,0.0686261858414,0.970728223353,3.06726301709,0.427125306508
Grenada,GRD,2000,7.85866426456,0.0648473101344,0.99867101195,2.75202362291,0.373311810145
Grenada,GRD,2005,7.89043414366,0.0502744646006,1.1006347013,2.79687715706,0.294993991179
Grenada,GRD,2006,7.89253261307,0.0484222846543,1.12070053687,2.8316588231,0.282697823654
Grenada,GRD,2010,7.49140575641,0.0439817735821,1.12860093868,2.84464090215,0.287914218179
Grenada,GRD,2016,6.58696816492,0.0369646667258,0.911702390104,3.07441970789,0.23442603335
Guam,GUM,1990,3.51046055225,0.0231963114151,0.769031215261,3.10656069396,0.275331458447
Guam,GUM,1995,4.37381621542,0.0286486728228,0.941548972104,3.52763703035,0.259021546233
Guam,GUM,2000,5.84633483187,0.0248943044432,0.998035559786,3.99677906618,0.255624998596
Guam,GUM,2005,7.83923888516,0.0251565219129,1.08868250244,4.87679391535,0.260817935786
Guam,GUM,2006,8.33282536563,0.025818620465,1.15993879393,5.13849802122,0.268692213668
Guam,GUM,2010,10.5994590207,0.0273127627403,1.43979892326,6.39585642474,0.294190451345
Guam,GUM,2016,12.7885202846,0.0252882546334,1.42844442072,8.12883870584,0.288999294094
Guatemala,GTM,1990,183.718877351,53.868976158,109.852932821,148.759333638,495.071364635
Guatemala,GTM,1995,212.05697155,37.6801895238,124.994643755,164.558353261,460.493399707
Guatemala,GTM,2000,246.806578374,34.126223463,141.970440128,180.671539921,428.282802341
Guatemala,GTM,2005,275.637434992,26.4862329884,127.74603791,194.125784551,334.178482495
Guatemala,GTM,2006,277.870531696,25.2134067466,124.153988153,196.241346139,303.141052338
Guatemala,GTM,2010,315.077814527,19.8754778127,120.886158237,222.778482048,215.496999099
Guatemala,GTM,2016,370.408965667,14.0713933104,126.210956147,253.406424258,139.727823798
Guinea,GIN,1990,114.974357341,11.2617824122,38.3716108636,116.148351187,462.713075104
Guinea,GIN,1995,161.192401231,14.1530716401,50.7332940281,149.243532059,490.165331608
Guinea,GIN,2000,174.154887964,12.5326088269,55.7562951614,158.975450714,405.249015099
Guinea,GIN,2005,160.578343951,11.367056495,54.1500056556,149.57318864,314.260607695
Guinea,GIN,2006,167.757858725,11.691001185,56.8504192134,156.971002536,304.156708123
Guinea,GIN,2010,185.970808702,10.7148114329,60.3283618361,177.659480597,251.624671655
Guinea,GIN,2016,208.321031185,9.77892964815,64.8361816097,207.86708258,184.690270124
Guinea-Bissau,GNB,1990,25.5744400705,1.51554862964,9.60894521991,25.8214901198,32.3200218444
Guinea-Bissau,GNB,1995,28.5197316833,1.42574037665,10.3110177983,26.3885010057,25.8193858431
Guinea-Bissau,GNB,2000,31.3344402692,1.42874353439,12.0445286332,29.3015058145,22.9505462236
Guinea-Bissau,GNB,2005,35.0294208911,1.39839575298,13.3163788442,35.7651468619,21.3474047647
Guinea-Bissau,GNB,2006,35.7348037304,1.3990927942,13.6375853513,37.3071245594,20.9224514621
Guinea-Bissau,GNB,2010,37.9812874308,1.65884551045,15.5358309108,43.3521983974,21.7321000852
Guinea-Bissau,GNB,2016,41.3316740831,1.45169768558,17.1519636479,47.5527344599,14.9910143584
Guyana,GUY,1990,34.015351433,1.11379262799,15.2229114232,38.8495626767,10.6576984863
Guyana,GUY,1995,47.4588677743,0.835255728764,14.8658727862,37.8234691655,8.51346523531
Guyana,GUY,2000,35.2383641303,1.12902537065,14.678536619,34.2394269982,5.17864002409
Guyana,GUY,2005,33.4073867926,0.66376494767,13.2645668103,35.6607237448,4.69511841378
Guyana,GUY,2006,33.3121289161,0.671627968258,13.5044500443,35.0031168918,4.40514847691
Guyana,GUY,2010,33.6627743545,0.627663179672,13.4322884047,36.5917062288,3.30201060016
Guyana,GUY,2016,30.8678874315,0.371537795768,10.350932804,40.2929954625,2.00343497282
Haiti,HTI,1990,246.66129211,11.7895431336,110.315598752,262.402018954,386.185605362
Haiti,HTI,1995,233.410103122,8.54458208292,96.7808300401,232.777494512,244.323439386
Haiti,HTI,2000,232.297924612,6.73312022218,89.3889484669,219.076553879,191.311885651
Haiti,HTI,2005,230.882713731,5.92644197527,83.9400010928,215.257323517,165.664355318
Haiti,HTI,2006,235.661455532,5.91138689681,86.1616277231,218.421704437,164.339293207
Haiti,HTI,2010,257.299667743,5.38533667845,93.3138328167,232.739454189,148.250693673
Haiti,HTI,2016,291.898908068,4.18934088008,103.805179286,260.590049852,88.4380678186
High-income Asia Pacific,,1990,13735.7889429,66.8370844292,1301.38396788,4754.95489841,252.243175641
High-income Asia Pacific,,1995,13219.3242741,39.0078881009,1007.56664662,4337.0619952,154.075864687
High-income Asia Pacific,,2000,11994.6938984,25.4088376016,775.83854791,3791.9743968,103.754850163
High-income Asia Pacific,,2005,11873.3725841,19.3984273744,623.878683855,3257.80372951,70.8882613755
High-income Asia Pacific,,2006,11985.9733574,18.7388908394,605.1825893,3168.80164794,66.7909835355
High-income Asia Pacific,,2010,12156.5661394,16.5749872811,539.925145083,2878.01304678,54.8814028943
High-income Asia Pacific,,2016,12953.4935059,11.6135216356,444.565450566,2517.74431557,36.7340890104
Honduras,HND,1990,180.730309514,7.48590131451,54.986767236,132.135470321,153.058902754
Honduras,HND,1995,214.928802301,5.10884244807,56.707733054,139.825198808,112.545927065
Honduras,HND,2000,256.081836314,4.40139713997,58.903282669,149.532591771,84.8462654075
Honduras,HND,2005,302.075430355,4.05816373656,63.5106554662,165.878634423,67.3184097256
Honduras,HND,2006,310.579399681,3.9357548055,64.2170169197,167.708495057,64.3716590546
Honduras,HND,2010,350.510600609,3.38597152028,65.4129586708,178.508009258,54.8861746044
Honduras,HND,2016,390.322311863,2.40625687754,71.9753181443,205.595753813,37.7604557899
Hungary,HUN,1990,1506.61679138,2.99852203982,102.922316878,673.378895423,43.0132243258
Hungary,HUN,1995,1437.781296,2.02984715929,103.479007888,624.191896288,22.7198713931
Hungary,HUN,2000,1335.20895848,1.39362695376,78.4035513174,512.483005232,13.166328063
Hungary,HUN,2005,1313.63516182,0.833845775024,57.5304817333,444.343748309,7.80987836332
Hungary,HUN,2006,1296.81914695,0.813747118503,53.553554358,435.976939639,7.2622566304
Hungary,HUN,2010,1271.56188259,0.568197553551,40.8171975837,386.254023438,5.18482275927
Hungary,HUN,2016,1246.26633251,0.520181650072,38.2701492502,360.280335042,4.94614996847
Iceland,ISL,1990,17.4358876822,0.0505527369536,0.840082854863,5.19274399439,0.271341852076
Iceland,ISL,1995,15.818640395,0.0447002599595,0.803693959975,4.47734889836,0.201678533645
Iceland,ISL,2000,11.2617371336,0.0357337403841,0.711231184601,3.39774578366,0.122592423332
Iceland,ISL,2005,8.59430378998,0.0200937055374,0.555937941229,2.60299295487,0.0741992192496
Iceland,ISL,2006,8.43721544259,0.016861359812,0.547639686085,2.56265953436,0.0687039508099
Iceland,ISL,2010,7.70080767052,0.0122706922702,0.486485170664,2.4338168052,0.0569686095967
Iceland,ISL,2016,8.55962195896,0.0112255102064,0.444757748682,2.81319626002,0.0352710955258
India,IND,1990,52529.1237135,2122.05141131,14151.0954092,47269.8432574,69458.0107533
India,IND,1995,58283.9853922,2093.27795326,15205.0679525,49866.7401532,58091.9386296
India,IND,2000,63310.4498154,1808.15101322,15330.4071312,49527.9654127,46053.1738825
India,IND,2005,62066.1057937,1367.71715227,14086.9278406,45257.2966754,34132.0122237
India,IND,2006,65587.0136748,1333.44035703,14633.8217125,46943.1595607,32973.1295402
India,IND,2010,83349.6029321,1257.96345863,17255.0970205,57364.0923373,28914.2240444
India,IND,2016,101217.194108,937.634940941,18980.8615182,69609.3723792,15607.888386
Indonesia,IDN,1990,7289.69274202,383.100738857,2891.44366628,7929.7877777,12366.6297515
Indonesia,IDN,1995,8389.55347636,332.387982491,3141.45055603,9465.93358778,9758.87150161
Indonesia,IDN,2000,10563.1637497,277.184704061,3792.46451155,10892.561037,6942.24195959
Indonesia,IDN,2005,11339.5455386,267.500715513,4363.50450098,11963.3058412,5277.77806942
Indonesia,IDN,2006,11521.3663354,259.460526409,4507.46449497,12159.4776797,4926.74183003
Indonesia,IDN,2010,12118.9334684,223.094671968,4876.192263,12678.5000375,3578.38427906
Indonesia,IDN,2016,12734.804925,160.832041777,4931.02073131,14365.2552252,1777.81469975
Iran,IRN,1990,1421.25453519,56.8692477045,436.792139909,1459.54541948,2075.34984702
Iran,IRN,1995,1716.91138363,45.4642271182,478.148800206,1483.76737081,926.560521595
Iran,IRN,2000,2239.42006839,36.8843194259,557.095770551,1591.8085994,541.561331568
Iran,IRN,2005,3478.69544604,30.6664303712,665.341005965,1900.33340558,426.802888422
Iran,IRN,2006,3621.54740711,28.9357536401,683.995244937,1950.33384149,415.307453476
Iran,IRN,2010,3778.68989603,26.56707212,718.846793687,2117.34783539,329.289616788
Iran,IRN,2016,3535.49146583,22.8598471722,683.437169308,2526.6783985,174.295521895
Iraq,IRQ,1990,1316.27667526,32.4309421773,345.805956016,1050.46232418,884.278145441
Iraq,IRQ,1995,1468.08722526,30.802106196,444.477585301,1237.74388436,770.679181608
Iraq,IRQ,2000,1529.29174818,26.9499649449,566.842913041,1353.04648375,571.726293757
Iraq,IRQ,2005,1557.42046598,29.9670634514,628.780057745,1548.11519941,554.21727367
Iraq,IRQ,2006,1558.2861132,31.0776163444,646.715082826,1581.79918591,586.733315347
Iraq,IRQ,2010,1665.73629909,32.6559610802,713.474509474,1680.33273338,677.019887993
Iraq,IRQ,2016,1759.17451308,29.1608217587,758.303751557,1781.6284586,506.000920064
Ireland,IRL,1990,346.745280637,0.76726874775,16.5617430851,128.685807665,2.90778300846
Ireland,IRL,1995,315.153966577,0.578397499275,17.2711561163,115.321639444,2.05260142216
Ireland,IRL,2000,283.814011954,0.492840839889,16.9899412538,105.525501047,2.1827101425
Ireland,IRL,2005,202.781754682,0.282939023085,13.7281404397,79.8193270985,1.26395524911
Ireland,IRL,2006,190.446323425,0.255657890608,13.5846763737,76.1649973893,1.14398841522
Ireland,IRL,2010,162.129466801,0.192340966066,11.9173724213,67.8545324447,0.958568711242
Ireland,IRL,2016,173.227033171,0.183396281048,11.0142841076,69.6274275896,0.659069078598
Israel,ISR,1990,232.696709594,1.49973944389,19.0721205792,122.862305237,11.9358105322
Israel,ISR,1995,245.220033495,0.987964278047,21.506429646,119.880189737,5.70141132078
Israel,ISR,2000,227.000863931,0.95688594192,19.5604408733,104.465093509,5.07946856429
Israel,ISR,2005,228.484003407,0.958091557566,16.9014760528,90.9572998992,4.41000550568
Israel,ISR,2006,230.386342241,1.00314508177,16.7599964229,89.9169069714,4.23194796542
Israel,ISR,2010,227.952568536,0.97705539334,15.4096507462,86.9569951706,3.86932940733
Israel,ISR,2016,247.886770664,0.866745884287,15.9134227226,93.8733047191,2.81112693352
Italy,ITA,1990,4274.21863727,6.14822974336,191.613950524,1657.83195189,40.1932992345
Italy,ITA,1995,3894.03471462,4.56347388749,176.287980631,1399.8634156,20.913990345
Italy,ITA,2000,3558.04521964,3.00259821386,161.188577397,1204.71209774,12.3629830444
Italy,ITA,2005,3492.03818218,1.94884814486,146.812922059,1049.66674972,8.78467094282
Italy,ITA,2006,3467.16090775,1.87185707484,144.687711543,1013.12828314,8.74600098887
Italy,ITA,2010,3462.70593753,1.58078791401,132.073814324,870.092618534,7.57089445932
Italy,ITA,2016,3665.24576404,1.26009754714,123.208226971,793.628428535,4.96502858417
Jamaica,JAM,1990,130.446556024,2.29175108804,13.1283242971,52.1285990645,21.3622811614
Jamaica,JAM,1995,168.431299736,1.8781002935,14.4398061409,55.6484345186,17.0893360109
Jamaica,JAM,2000,200.419452545,1.88224787316,17.7747444184,63.5389160238,13.8540921303
Jamaica,JAM,2005,183.159686297,1.49542151142,18.1366872791,55.2609462585,9.94469625159
Jamaica,JAM,2006,185.685705687,1.2793059797,17.6802177755,56.2108566212,9.67140734097
Jamaica,JAM,2010,199.822638785,1.15158017427,17.2170155058,60.5696853451,9.75573176259
Jamaica,JAM,2016,216.470736926,0.883076759455,16.8893085743,73.9260163854,7.80040610858
Japan,JPN,1990,10820.8561474,25.1937671542,587.453457001,2815.53323033,87.0468944008
Japan,JPN,1995,10251.5053582,22.00921794,521.623518148,2659.01501903,71.1058174292
Japan,JPN,2000,9231.33793025,15.4470558055,405.460345621,2403.03018828,56.6576838562
Japan,JPN,2005,9498.00931172,13.4986915878,340.285392615,2196.13263716,46.6325657737
Japan,JPN,2006,9620.67777745,13.2542459995,333.877444524,2153.01130922,45.2816763614
Japan,JPN,2010,9686.15297211,12.4406121641,307.578830708,1976.52468,38.6374752259
Japan,JPN,2016,9990.21241968,9.08416039012,253.867291839,1584.72177942,25.635872182
Jordan,JOR,1990,177.65429342,4.17654394148,31.4201507733,128.064274104,88.5368082511
Jordan,JOR,1995,178.183453968,4.13750791502,37.8260785164,157.073178176,85.0226716704
Jordan,JOR,2000,187.967750595,4.32336324323,41.9227656948,185.230533091,75.3168652608
Jordan,JOR,2005,221.806480382,4.64860416355,44.7502555089,224.714827025,65.0588172573
Jordan,JOR,2006,215.370532999,4.40152442061,43.4173854189,218.528006052,63.9976006567
Jordan,JOR,2010,197.204843002,3.51513057434,40.154877495,182.497764283,57.4835296553
Jordan,JOR,2016,222.860256055,3.16154770849,43.721676574,167.195999232,38.5472048417
Kazakhstan,KAZ,1990,1971.36136135,40.9392836002,215.793067619,1118.21147403,1077.50514318
Kazakhstan,KAZ,1995,2313.62242056,40.2379038622,371.576885656,1588.99475311,816.336188604
Kazakhstan,KAZ,2000,2163.22035164,31.5118943849,393.146257726,1332.11113233,540.245503651
Kazakhstan,KAZ,2005,2115.93913751,18.2033346275,391.498955394,1405.51005972,354.683653015
Kazakhstan,KAZ,2006,2209.08185796,16.1902581516,385.463716113,1400.0399374,323.351424026
Kazakhstan,KAZ,2010,2062.23460988,10.4241935311,279.461453695,1043.93603196,213.506898491
Kazakhstan,KAZ,2016,1972.77553201,10.1994066312,226.610207855,1086.67103118,144.358275835
Kenya,KEN,1990,277.844101994,45.3500079043,100.972261702,206.583163362,1603.36562761
Kenya,KEN,1995,324.885362088,48.5936505259,131.505653171,249.897638417,1528.70313952
Kenya,KEN,2000,374.156934543,47.8627427244,158.360632764,294.964171661,1428.99139185
Kenya,KEN,2005,411.325506963,47.7895946645,170.217484248,325.419469739,1308.57983028
Kenya,KEN,2006,413.767870999,47.0581276984,168.336998191,325.188777619,1260.29540428
Kenya,KEN,2010,428.192243641,47.5116833616,164.634857843,347.465016626,1113.83995654
Kenya,KEN,2016,442.928707592,40.3166984193,167.312638786,383.548169823,745.757294074
Kiribati,KIR,1990,5.41766307045,0.173878520897,2.28505422328,5.8327005791,4.0242441049
Kiribati,KIR,1995,5.966808763,0.21291866937,2.50660158051,6.10240179392,3.60215691681
Kiribati,KIR,2000,6.40124436535,0.279319919699,2.53340964382,6.17566447941,4.00566603835
Kiribati,KIR,2005,7.29098127372,0.260192055369,2.66115263253,6.12101728601,3.40665097632
Kiribati,KIR,2006,7.36237891325,0.266100525075,2.81303607078,6.26134693577,3.41806879746
Kiribati,KIR,2010,7.60592912433,0.283343255726,3.49093949463,7.0847466558,3.55616749935
Kiribati,KIR,2016,9.28728004486,0.265085389274,4.10765435908,9.93852364057,2.41404299231
Kuwait,KWT,1990,29.4886355454,1.30294742368,16.5077858667,34.9716418915,9.37706496091
Kuwait,KWT,1995,32.433644624,0.692802986805,15.4838256819,30.7504889625,7.60624691716
Kuwait,KWT,2000,33.6909608508,0.67253043136,17.2512561292,37.7828228499,5.49483817531
Kuwait,KWT,2005,38.2221578639,0.862261340324,19.9991508213,44.3751734079,4.46904564523
Kuwait,KWT,2006,40.6477997586,0.942683205202,21.1926611523,47.1370823645,4.65823638579
Kuwait,KWT,2010,50.6736515049,1.0696480094,23.6491917843,53.2248727033,5.96073472972
Kuwait,KWT,2016,54.976350957,1.22685213095,25.9838817999,72.3575301502,4.72411183914
Kyrgyzstan,KGZ,1990,360.10380439,14.3009487755,36.2260407268,185.281082398,339.394183348
Kyrgyzstan,KGZ,1995,410.295703626,15.0610467686,63.9564274567,262.406715079,241.329415609
Kyrgyzstan,KGZ,2000,401.441830773,12.9365022746,58.6555163769,215.658256441,151.39512167
Kyrgyzstan,KGZ,2005,477.575644583,5.84131784821,61.0768521961,215.871712408,118.531655269
Kyrgyzstan,KGZ,2006,506.460958089,5.4718848122,62.1722212726,217.909743556,116.821194259
Kyrgyzstan,KGZ,2010,464.049336388,4.48449718115,47.1723227089,167.846429748,104.181004995
Kyrgyzstan,KGZ,2016,400.651407852,4.14086109328,34.8913199061,186.772408456,78.5455319266
Laos,LAO,1990,237.574016756,29.8890094135,79.131690417,216.590661963,1284.16010609
Laos,LAO,1995,266.877995605,30.5538039322,89.327546368,227.101697051,1268.2451213
Laos,LAO,2000,297.880699131,28.3959896514,95.3289381938,232.503482707,1087.04664188
Laos,LAO,2005,324.699499467,27.808960953,100.225304954,241.134842468,961.317246986
Laos,LAO,2006,323.637661771,25.8452380968,99.4250559156,238.956624773,896.53521118
Laos,LAO,2010,329.004804515,21.5781806131,96.8294270121,240.125588615,759.334731132
Laos,LAO,2016,330.619999109,14.8177038988,94.7683071245,252.186764875,515.664652285
Latin America and Caribbean,,1990,16650.2095596,666.906275937,3554.6633221,10208.5487933,12156.6171432
Latin America and Caribbean,,1995,18618.8737565,499.179897872,3760.82167181,11141.7831054,8597.31869934
Latin America and Caribbean,,2000,18785.9896584,372.96486481,3705.69384118,10851.0582228,5517.45115875
Latin America and Caribbean,,2005,19323.0712917,303.961740818,3626.77345783,10784.5203385,3718.32695061
Latin America and Caribbean,,2006,19324.5538342,291.608010757,3618.96260907,10740.2939299,3423.25507756
Latin America and Caribbean,,2010,20263.1664614,239.587119357,3745.76076857,11086.5952943,2508.53761087
Latin America and Caribbean,,2016,25931.7164427,192.26539986,4274.05746554,14353.2696904,1840.91057293
Latvia,LVA,1990,410.807002929,0.561736417199,18.1454813181,157.509299167,7.29194292644
Latvia,LVA,1995,448.488406102,0.565330112725,28.393806077,212.928605434,7.40709101308
Latvia,LVA,2000,413.50493238,0.415092538829,17.4210988844,159.374994971,3.12298622424
Latvia,LVA,2005,435.302080933,0.315456021357,16.2280806393,150.361996509,2.68378059356
Latvia,LVA,2006,451.842845154,0.311110232177,17.2148015451,156.031800608,2.67809711295
Latvia,LVA,2010,390.229120472,0.258217822191,11.1876287941,110.11557266,1.92261968714
Latvia,LVA,2016,387.442344571,0.139582316773,7.64263564831,81.185860332,1.13878343391
Lebanon,LBN,1990,266.629696973,2.15995043938,45.1809728999,167.984821487,36.1567846923
Lebanon,LBN,1995,257.919889877,1.98041185599,40.6056095128,153.702332333,22.3185366164
Lebanon,LBN,2000,221.227955617,1.43952634263,28.0327052942,110.291210769,10.6705231153
