Entity,Code,Year,Smoking (deaths),Secondhand smoke (deaths)
Georgia,GEO,2016,6132.43660392,1215.88668957
Germany,DEU,1990,140818.388157,8725.9445992
Germany,DEU,1995,130415.812867,7362.09649513
Germany,DEU,2000,120018.653518,6224.8913496
Germany,DEU,2005,117389.191766,5307.80385227
Germany,DEU,2006,117259.158317,5167.51347732
Germany,DEU,2010,118838.736753,4974.97857058
Germany,DEU,2016,120654.794855,5037.92913377
Ghana,GHA,1990,2318.06510659,615.930249856
Ghana,GHA,1995,2652.4250321,611.781014662
Ghana,GHA,2000,3514.34531831,824.622643703
Ghana,GHA,2005,4165.46388647,863.374017209
Ghana,GHA,2006,4248.15796792,834.736698519
Ghana,GHA,2010,4343.87957546,806.140068986
Ghana,GHA,2016,4320.98134257,721.707703602
Greece,GRC,1990,17025.1407861,2377.6248899
Greece,GRC,1995,18118.1144036,2190.61033846
Greece,GRC,2000,18794.4590704,2067.67709019
Greece,GRC,2005,19345.2008372,1892.40544173
Greece,GRC,2006,19344.451148,1862.61132593
Greece,GRC,2010,20162.872291,1856.03093162
Greece,GRC,2016,21146.4709974,1937.12873462
Greenland,GRL,1990,128.382946585,3.65309436408
Greenland,GRL,1995,124.672081122,3.34998223661
Greenland,GRL,2000,133.884639755,3.3453369872
Greenland,GRL,2005,137.766544522,3.32286216024
Greenland,GRL,2006,132.625111069,3.15815657392
Greenland,GRL,2010,131.153114623,2.91698904521
Greenland,GRL,2016,131.126645084,2.82417402569
Grenada,GRD,1990,44.040580081,10.8622718534
Grenada,GRD,1995,42.7966697882,11.6074035154
Grenada,GRD,2000,44.1947268601,12.0475180197
Grenada,GRD,2005,48.6766857277,12.1332144578
Grenada,GRD,2006,48.8817291104,12.1760120814
Grenada,GRD,2010,48.498809801,11.796543589
Grenada,GRD,2016,53.5564353332,10.844480963
Guam,GUM,1990,108.870692813,7.68458023133
Guam,GUM,1995,125.451702297,9.13067243693
Guam,GUM,2000,147.43148242,11.1216687609
Guam,GUM,2005,177.859933076,14.0906897606
Guam,GUM,2006,186.624271961,14.9257730149
Guam,GUM,2010,223.716738566,18.7566175828
Guam,GUM,2016,266.097000635,22.6600909599
Guatemala,GTM,1990,1398.44647116,991.271484603
Guatemala,GTM,1995,1649.61961975,999.783557796
Guatemala,GTM,2000,1845.83294248,1031.85758423
Guatemala,GTM,2005,1870.37095768,958.173972937
Guatemala,GTM,2006,1811.21170781,926.620325073
Guatemala,GTM,2010,1724.44759559,894.114931724
Guatemala,GTM,2016,1951.64895949,903.825563181
Guinea,GIN,1990,1439.06399186,743.469176907
Guinea,GIN,1995,2084.36453126,865.487630566
Guinea,GIN,2000,2538.94000058,806.668257766
Guinea,GIN,2005,2699.99842026,689.929202437
Guinea,GIN,2006,2797.11973596,697.426989783
Guinea,GIN,2010,3256.63671557,686.298134223
Guinea,GIN,2016,3781.28134009,675.493495146
Guinea-Bissau,GNB,1990,504.407627883,94.8404458842
Guinea-Bissau,GNB,1995,525.148199963,92.4643767072
Guinea-Bissau,GNB,2000,561.844574118,97.0597644749
Guinea-Bissau,GNB,2005,623.596238555,106.856747115
Guinea-Bissau,GNB,2006,635.956550489,109.001057897
Guinea-Bissau,GNB,2010,707.726334009,120.260262335
Guinea-Bissau,GNB,2016,805.001146347,122.479084235
Guyana,GUY,1990,371.107550067,99.8593166473
Guyana,GUY,1995,371.498715063,109.49693069
Guyana,GUY,2000,343.163262742,90.4639931423
Guyana,GUY,2005,384.532160046,87.6915607091
Guyana,GUY,2006,385.764948655,86.8964722973
Guyana,GUY,2010,419.63225397,87.6164427679
Guyana,GUY,2016,434.587013839,83.8867884666
Haiti,HTI,1990,4657.1903482,1017.35405831
Haiti,HTI,1995,4746.00797852,815.836449143
Haiti,HTI,2000,4594.20288904,738.808432831
Haiti,HTI,2005,4524.17049256,701.670835634
Haiti,HTI,2006,4488.70553492,710.495467796
Haiti,HTI,2010,4661.24878851,736.9889851
Haiti,HTI,2016,4827.60758334,748.921545905
High-income Asia Pacific,,1990,165130.287558,20111.2080693
High-income Asia Pacific,,1995,174563.002843,18757.0366687
High-income Asia Pacific,,2000,181504.903372,16691.6705309
High-income Asia Pacific,,2005,184993.345392,15845.3416862
High-income Asia Pacific,,2006,184545.171318,15845.487469
High-income Asia Pacific,,2010,187054.468915,15645.9607214
High-income Asia Pacific,,2016,193689.659643,15964.1508827
Honduras,HND,1990,1275.60911849,528.397351139
Honduras,HND,1995,1486.0755475,529.116503675
Honduras,HND,2000,1646.13302819,553.765373301
Honduras,HND,2005,1865.41348015,602.841293706
Honduras,HND,2006,1880.95647064,610.812325518
Honduras,HND,2010,1950.75359376,652.703714662
Honduras,HND,2016,2155.7013543,708.060096489
Hungary,HUN,1990,27653.9060382,2328.92975005
Hungary,HUN,1995,27778.5994041,2190.20191873
Hungary,HUN,2000,25924.7742676,1940.65547005
Hungary,HUN,2005,26248.6663057,1824.153116
Hungary,HUN,2006,26384.6010204,1794.42564469
Hungary,HUN,2010,26082.8565609,1704.38612392
Hungary,HUN,2016,24701.7369482,1650.28314842
Iceland,ISL,1990,338.607834665,23.7906091205
Iceland,ISL,1995,343.999556825,21.3460620469
Iceland,ISL,2000,327.240735348,15.5290402655
Iceland,ISL,2005,318.660046563,11.8475276109
Iceland,ISL,2006,320.594604315,11.6330799737
Iceland,ISL,2010,322.585729543,10.6903489482
Iceland,ISL,2016,355.605061344,11.8640725734
India,IND,1990,472597.138548,185530.124545
India,IND,1995,516654.242852,183541.010081
India,IND,2000,570150.883533,176030.147255
India,IND,2005,622381.590634,156910.059686
India,IND,2006,634592.486456,161470.564845
India,IND,2010,700842.183656,188140.979793
India,IND,2016,719991.410953,206352.951332
Indonesia,IDN,1990,106178.08925,30860.6546763
Indonesia,IDN,1995,118067.488309,31088.1971043
Indonesia,IDN,2000,131297.645989,32467.6159619
Indonesia,IDN,2005,155508.082158,33211.6346657
Indonesia,IDN,2006,160280.911076,33374.5108665
Indonesia,IDN,2010,176129.152799,33475.1047199
Indonesia,IDN,2016,193875.710467,33969.727623
Iran,IRN,1990,16888.1139617,5449.81118929
Iran,IRN,1995,20462.7048423,4650.85230336
Iran,IRN,2000,24363.2291305,4966.77008934
Iran,IRN,2005,29173.5664423,6501.83917638
Iran,IRN,2006,29729.7525305,6700.11970065
Iran,IRN,2010,31090.9850075,6970.74121401
Iran,IRN,2016,33014.0270564,6942.76240271
Iraq,IRQ,1990,10801.2825286,3629.25404307
Iraq,IRQ,1995,12551.1846985,3951.78998272
Iraq,IRQ,2000,14498.4816733,4047.85740368
Iraq,IRQ,2005,16254.0806228,4318.50006025
Iraq,IRQ,2006,16539.5456136,4404.61131363
Iraq,IRQ,2010,17210.9177748,4769.21939102
Iraq,IRQ,2016,18739.5017254,4834.26846506
Ireland,IRL,1990,7311.57019331,495.667883144
Ireland,IRL,1995,7142.45624562,450.377761059
Ireland,IRL,2000,6762.68986302,409.005005237
Ireland,IRL,2005,5752.63341893,297.876116492
Ireland,IRL,2006,5626.21109343,281.595643494
Ireland,IRL,2010,5320.90957396,243.052281344
Ireland,IRL,2016,5400.95717832,254.711210228
Israel,ISR,1990,4469.07033692,388.066685387
Israel,ISR,1995,4861.48842769,393.296028477
Israel,ISR,2000,4673.71504172,357.06275282
Israel,ISR,2005,4738.52231218,341.710876423
Israel,ISR,2006,4764.06390655,342.298338682
Israel,ISR,2010,4659.92071639,335.165599254
Israel,ISR,2016,5127.40532292,361.351370924
Italy,ITA,1990,94313.9304715,6170.00606866
Italy,ITA,1995,92706.9785378,5495.66357508
Italy,ITA,2000,89050.5532836,4939.31147604
Italy,ITA,2005,84044.3754432,4699.25137305
Italy,ITA,2006,85386.5131594,4635.5947605
Italy,ITA,2010,87578.1201849,4474.02405277
Italy,ITA,2016,89500.8652173,4588.30754567
Jamaica,JAM,1990,963.629923284,219.357511635
Jamaica,JAM,1995,1161.37567314,257.4869767
Jamaica,JAM,2000,1411.59594392,297.46945299
Jamaica,JAM,2005,1342.66048506,267.997437598
Jamaica,JAM,2006,1409.12341516,270.527493404
Jamaica,JAM,2010,1565.67931606,288.516651573
Jamaica,JAM,2016,1806.72716084,315.969544754
Japan,JPN,1990,125072.469661,14336.0834963
Japan,JPN,1995,133154.17337,13525.2589307
Japan,JPN,2000,137167.112512,12111.9332038
Japan,JPN,2005,142599.857452,12094.5585989
Japan,JPN,2006,143019.274986,12166.1024536
Japan,JPN,2010,146847.763814,12021.3345702
Japan,JPN,2016,147926.692225,11863.5215235
Jordan,JOR,1990,1283.86709175,429.85207049
Jordan,JOR,1995,1575.93592693,462.242890245
Jordan,JOR,2000,1742.24564164,494.761277886
Jordan,JOR,2005,2103.52688102,560.978984337
Jordan,JOR,2006,2134.55158073,545.715049548
Jordan,JOR,2010,2316.48773759,480.85614501
Jordan,JOR,2016,2763.52651912,475.486684411
Kazakhstan,KAZ,1990,23414.8782914,4423.81032977
Kazakhstan,KAZ,1995,30045.2073073,5130.76815178
Kazakhstan,KAZ,2000,26473.3000118,4460.23513973
Kazakhstan,KAZ,2005,26546.2073715,4285.83514027
Kazakhstan,KAZ,2006,26233.29438,4334.12719365
Kazakhstan,KAZ,2010,21783.510249,3609.56318755
Kazakhstan,KAZ,2016,19460.549518,3440.6144535
Kenya,KEN,1990,2800.18507825,2234.11516257
Kenya,KEN,1995,3624.19829106,2283.58544372
Kenya,KEN,2000,4477.90179524,2304.33587354
Kenya,KEN,2005,5116.41052995,2263.33188589
Kenya,KEN,2006,5167.79169789,2214.64717879
Kenya,KEN,2010,5553.16128532,2101.64375801
Kenya,KEN,2016,6249.85297972,1779.8635087
Kiribati,KIR,1990,96.3588394534,17.7335404986
Kiribati,KIR,1995,106.110469393,18.3908877236
Kiribati,KIR,2000,122.976890801,19.3953044466
Kiribati,KIR,2005,141.298271146,19.7399942239
Kiribati,KIR,2006,147.046416818,20.1209312423
Kiribati,KIR,2010,162.227342296,22.0211260298
Kiribati,KIR,2016,178.794542752,26.0125864261
Kuwait,KWT,1990,417.491464174,91.6480756881
Kuwait,KWT,1995,399.151587253,86.9670091723
Kuwait,KWT,2000,454.973711289,94.8924084366
Kuwait,KWT,2005,540.395040298,107.927789079
Kuwait,KWT,2006,567.082595223,114.578462866
Kuwait,KWT,2010,587.667597164,134.578098732
Kuwait,KWT,2016,727.200786054,159.268726877
Kyrgyzstan,KGZ,1990,4027.47598216,935.306059638
Kyrgyzstan,KGZ,1995,5068.51148803,993.049308539
Kyrgyzstan,KGZ,2000,4166.51927228,840.087227536
Kyrgyzstan,KGZ,2005,4361.7932906,878.897182304
Kyrgyzstan,KGZ,2006,4498.83507651,908.836001988
Kyrgyzstan,KGZ,2010,4129.89215636,787.73359102
Kyrgyzstan,KGZ,2016,3914.64729092,705.001529233
Laos,LAO,1990,4966.97703823,1847.34548464
Laos,LAO,1995,5346.99384021,1882.10616426
Laos,LAO,2000,5645.92031199,1741.15575157
Laos,LAO,2005,5887.95836964,1655.18585483
Laos,LAO,2006,5943.30954613,1584.39979174
Laos,LAO,2010,6063.37763243,1446.87273189
Laos,LAO,2016,6224.96978726,1208.05742729
Latin America and Caribbean,,1990,209857.85283,43236.9450942
Latin America and Caribbean,,1995,230718.049857,42617.9771309
Latin America and Caribbean,,2000,237817.237438,39233.157746
Latin America and Caribbean,,2005,244170.374257,37756.6537794
Latin America and Caribbean,,2006,244847.956419,37398.6734615
Latin America and Caribbean,,2010,250657.630328,37843.6472545
Latin America and Caribbean,,2016,263457.212177,46592.2195715
Latvia,LVA,1990,5002.42777346,594.315462758
Latvia,LVA,1995,6147.09427464,697.78323874
Latvia,LVA,2000,4700.81957041,593.839104999
Latvia,LVA,2005,4997.90842236,604.891394696
Latvia,LVA,2006,5130.41756752,628.078654653
Latvia,LVA,2010,4095.25043153,513.713159435
Latvia,LVA,2016,3612.90825,477.549206302
Lebanon,LBN,1990,2986.67907868,518.112226491
Lebanon,LBN,1995,2471.37718784,476.526780195
Lebanon,LBN,2000,2292.67596099,371.661921138
Lebanon,LBN,2005,2772.38234629,335.180649607
Lebanon,LBN,2006,2853.19233753,334.363060886
Lebanon,LBN,2010,3119.18012695,337.800133717
Lebanon,LBN,2016,4469.22584412,448.834318206
Lesotho,LSO,1990,991.788113543,351.815904056
Lesotho,LSO,1995,1200.58524063,370.302432904
Lesotho,LSO,2000,1615.05286004,470.446459227
Lesotho,LSO,2005,2042.54942559,539.481828171
Lesotho,LSO,2006,2086.77995188,538.538464205
Lesotho,LSO,2010,2098.12502804,539.508902031
Lesotho,LSO,2016,2114.83487708,441.096859597
Liberia,LBR,1990,387.768859416,255.783492801
Liberia,LBR,1995,366.962843453,222.86123412
Liberia,LBR,2000,518.043625331,232.629051076
Liberia,LBR,2005,553.02644248,189.987433797
Liberia,LBR,2006,582.7978296,189.296858207
Liberia,LBR,2010,724.935732866,203.924131578
Liberia,LBR,2016,820.205499936,192.87210992
Libya,LBY,1990,1330.58839808,314.447829747
Libya,LBY,1995,1506.73226655,349.537661853
Libya,LBY,2000,1818.87455456,400.12215419
Libya,LBY,2005,2119.92661682,431.322006594
Libya,LBY,2006,2180.15642823,437.701468761
Libya,LBY,2010,2440.89676105,459.276047796
Libya,LBY,2016,3130.08210589,533.60120373
Lithuania,LTU,1990,6105.24836513,743.962871755
Lithuania,LTU,1995,7058.93353367,809.201015372
Lithuania,LTU,2000,5428.84467864,665.091722105
Lithuania,LTU,2005,6166.26632053,676.643583747
Lithuania,LTU,2006,6269.70421315,688.721924929
Lithuania,LTU,2010,5369.05224939,622.625529354
Lithuania,LTU,2016,4646.44259679,557.010621503
Luxembourg,LUX,1990,698.980682181,57.4533630257
Luxembourg,LUX,1995,665.968006811,51.6527860077
Luxembourg,LUX,2000,605.365729371,44.9805440381
Luxembourg,LUX,2005,576.308769452,40.252381776
Luxembourg,LUX,2006,565.877557988,39.4711529568
Luxembourg,LUX,2010,564.468110551,37.9562067757
Luxembourg,LUX,2016,597.812557307,42.0618845424
Macedonia,MKD,1990,2782.55244105,358.264416419
Macedonia,MKD,1995,2937.99177312,358.827784095
Macedonia,MKD,2000,3282.44348975,422.316072003
Macedonia,MKD,2005,3538.82532943,489.147801365
Macedonia,MKD,2006,3572.29322117,498.21803149
Macedonia,MKD,2010,3680.71931516,528.852940815
Macedonia,MKD,2016,3602.3611,534.218939021
Madagascar,MDG,1990,4603.29644426,2092.22881928
Madagascar,MDG,1995,4994.21253437,1995.88323345
Madagascar,MDG,2000,5296.04371485,1758.99927988
Madagascar,MDG,2005,5614.62274339,1582.96745127
Madagascar,MDG,2006,5637.5635395,1521.64298385
Madagascar,MDG,2010,6224.20640645,1451.31201645
Madagascar,MDG,2016,7158.57815748,1474.03539408
Malawi,MWI,1990,2415.94450522,1190.01640339
Malawi,MWI,1995,3340.06749633,947.210086769
Malawi,MWI,2000,4282.14436205,803.896058465
Malawi,MWI,2005,4506.29955843,543.847019355
Malawi,MWI,2006,4611.67802971,515.872990441
Malawi,MWI,2010,4942.06703399,516.464937844
Malawi,MWI,2016,5179.10556339,427.087989975
Malaysia,MYS,1990,12643.7595877,1929.85333804
Malaysia,MYS,1995,15008.4658122,2132.35274105
Malaysia,MYS,2000,16966.7010567,2396.24832753
Malaysia,MYS,2005,19132.846557,2871.15306059
Malaysia,MYS,2006,19498.5259176,2936.59155565
Malaysia,MYS,2010,21079.7623595,3194.95655042
Malaysia,MYS,2016,24185.2550072,3481.62905652
Maldives,MDV,1990,128.525602973,36.4122112438
Maldives,MDV,1995,139.53160174,32.2439122005
Maldives,MDV,2000,137.029293272,30.1418694401
Maldives,MDV,2005,125.558596432,27.6650228215
Maldives,MDV,2006,123.739493257,27.2796805873
Maldives,MDV,2010,130.050281088,28.3345902694
Maldives,MDV,2016,143.983773154,30.015501114
Mali,MLI,1990,2115.48799945,802.776784169
Mali,MLI,1995,2016.7066139,848.094133836
Mali,MLI,2000,1823.28051865,799.399393343
Mali,MLI,2005,1806.54228487,692.383214559
Mali,MLI,2006,1811.72073433,702.508908488
Mali,MLI,2010,1898.46869415,771.692542249
Mali,MLI,2016,1911.37237784,712.340189068
Malta,MLT,1990,409.09732323,64.0442711386
Malta,MLT,1995,408.677710747,53.085474601
Malta,MLT,2000,434.884553059,47.4539436732
Malta,MLT,2005,387.315707912,42.364304222
Malta,MLT,2006,392.865656824,42.1126580042
Malta,MLT,2010,399.302506648,39.5032887258
Malta,MLT,2016,399.84845317,39.9583501269
Marshall Islands,MHL,1990,25.387003692,9.09246557169
Marshall Islands,MHL,1995,28.3427969926,10.6643929866
Marshall Islands,MHL,2000,30.7910780156,13.1185749515
Marshall Islands,MHL,2005,36.9416040731,15.5167595125
Marshall Islands,MHL,2006,38.5856281965,16.0531087744
Marshall Islands,MHL,2010,41.7898012285,17.1634255326
Marshall Islands,MHL,2016,46.6618097584,19.7633390038
Mauritania,MRT,1990,538.844089483,209.651153666
Mauritania,MRT,1995,557.753538032,247.161302113
Mauritania,MRT,2000,510.587229676,301.637623008
Mauritania,MRT,2005,494.846339271,306.800296145
Mauritania,MRT,2006,492.440697956,296.606410494
Mauritania,MRT,2010,531.901360376,285.211549404
Mauritania,MRT,2016,657.509279067,281.795775642
Mauritius,MUS,1990,1054.34381571,197.460246557
Mauritius,MUS,1995,1099.66957976,214.998045864
Mauritius,MUS,2000,1101.26088429,241.373465581
Mauritius,MUS,2005,962.980256052,261.397656423
Mauritius,MUS,2006,932.197699725,264.917095174
Mauritius,MUS,2010,876.389320521,278.399385683
Mauritius,MUS,2016,938.210588871,325.907905134
Mexico,MEX,1990,27938.1470719,8248.00877991
Mexico,MEX,1995,31973.8045292,8249.2444896
Mexico,MEX,2000,32387.0542509,7154.02872056
Mexico,MEX,2005,33273.2358482,7275.59258291
Mexico,MEX,2006,32156.39399,7164.32474831
Mexico,MEX,2010,34220.140995,7648.98178458
Mexico,MEX,2016,38786.1428282,9460.03924583
Micronesia (country),FSM,1990,99.677575644,12.7508741493
Micronesia (country),FSM,1995,110.654122497,13.0266500946
Micronesia (country),FSM,2000,105.927886193,12.5311395992
Micronesia (country),FSM,2005,106.861247937,13.30673171
Micronesia (country),FSM,2006,108.022019684,13.5092111506
Micronesia (country),FSM,2010,114.464582958,14.1841349358
Micronesia (country),FSM,2016,119.041385809,15.3114082778
Moldova,MDA,1990,6424.02458815,1132.70165694
Moldova,MDA,1995,7577.92660556,1274.98802147
Moldova,MDA,2000,5562.78820071,1052.63552659
Moldova,MDA,2005,6013.6939557,943.784054131
Moldova,MDA,2006,5808.92925289,907.52586402
Moldova,MDA,2010,5796.84927666,769.695208801
Moldova,MDA,2016,4936.0526389,642.075679046
Mongolia,MNG,1990,2139.48259344,510.891997801
Mongolia,MNG,1995,2669.16403166,419.123623217
Mongolia,MNG,2000,2720.68354722,384.891085615
Mongolia,MNG,2005,3205.35156603,346.983073206
Mongolia,MNG,2006,3214.93034537,333.061466665
Mongolia,MNG,2010,3283.22201443,308.150303272
Mongolia,MNG,2016,3588.81618539,280.726760663
Montenegro,MNE,1990,888.715916813,85.4779458885
Montenegro,MNE,1995,1079.07880472,104.188767077
Montenegro,MNE,2000,1217.95174829,129.361525165
Montenegro,MNE,2005,1290.90647479,126.14945361
Montenegro,MNE,2006,1284.82681541,123.582132566
Montenegro,MNE,2010,1240.97871602,122.338302264
Montenegro,MNE,2016,1295.98191933,134.471081679
Morocco,MAR,1990,9381.0786188,4258.39332788
Morocco,MAR,1995,9871.7119516,4044.58022623
Morocco,MAR,2000,10101.366483,3956.25446147
Morocco,MAR,2005,11006.9614078,4021.00785463
Morocco,MAR,2006,11148.0016755,4017.3758766
Morocco,MAR,2010,11978.9217518,4010.89620332
Morocco,MAR,2016,13533.0259494,4360.59886488
Mozambique,MOZ,1990,4199.70077054,1674.3183727
Mozambique,MOZ,1995,4735.45452436,1826.93891637
Mozambique,MOZ,2000,5512.98848304,1889.27230359
Mozambique,MOZ,2005,6110.91620923,1650.4159365
Mozambique,MOZ,2006,6381.48220498,1647.99182159
Mozambique,MOZ,2010,7771.83989293,1631.88723504
Mozambique,MOZ,2016,8448.31909835,1531.2719322
Myanmar,MMR,1990,58440.1557088,9870.81841973
Myanmar,MMR,1995,62072.0018698,8691.5414104
Myanmar,MMR,2000,65037.334884,7683.98921445
Myanmar,MMR,2005,65411.5144312,6490.63918788
Myanmar,MMR,2006,64518.68189,6174.60524332
Myanmar,MMR,2010,61294.8400461,5208.88019936
Myanmar,MMR,2016,61936.6678845,4103.61545377
Namibia,NAM,1990,782.002869679,154.866082342
Namibia,NAM,1995,916.391779534,163.367824229
Namibia,NAM,2000,1219.00395159,184.629426509
Namibia,NAM,2005,1161.0684681,164.422015448
Namibia,NAM,2006,1143.33086038,158.907921296
Namibia,NAM,2010,990.520157043,135.996625468
Namibia,NAM,2016,918.27420634,128.295323352
Nepal,NPL,1990,16335.046926,2820.09174666
Nepal,NPL,1995,18247.9903131,2414.26329886
Nepal,NPL,2000,20558.3446442,2039.59991052
Nepal,NPL,2005,24548.2463866,1843.1175893
Nepal,NPL,2006,24949.807172,1843.3929087
Nepal,NPL,2010,26034.6925449,2036.8433841
Nepal,NPL,2016,24917.3259468,2167.25662509
Netherlands,NLD,1990,27523.5223804,1538.76091334
Netherlands,NLD,1995,28879.4379281,1607.78016222
Netherlands,NLD,2000,29324.7191509,1445.17705108
Netherlands,NLD,2005,28709.7237648,1146.16882045
Netherlands,NLD,2006,28501.9973712,1096.17751063
Netherlands,NLD,2010,28918.5768807,979.253762494
Netherlands,NLD,2016,29196.0162387,1025.12294544
New Zealand,NZL,1990,4869.06947592,250.010205121
New Zealand,NZL,1995,4676.66798078,233.418826503
New Zealand,NZL,2000,4334.33935233,216.504075929
New Zealand,NZL,2005,4145.48317543,210.191801482
New Zealand,NZL,2006,4181.78052942,212.262368639
New Zealand,NZL,2010,4143.68336802,200.233143414
New Zealand,NZL,2016,4456.8843839,208.850839148
Nicaragua,NIC,1990,436.255076758,301.902826628
Nicaragua,NIC,1995,557.752149087,297.529746324
Nicaragua,NIC,2000,569.268235636,284.610358302
Nicaragua,NIC,2005,638.308527552,308.697317708
Nicaragua,NIC,2006,639.616991809,315.322563653
Nicaragua,NIC,2010,705.123082038,337.760501191
Nicaragua,NIC,2016,864.280822703,351.124161077
Niger,NER,1990,962.141629527,1049.2503019
Niger,NER,1995,994.704608514,1042.31523426
Niger,NER,2000,1156.74236953,1025.72074559
Niger,NER,2005,1456.52812959,1003.55691619
Niger,NER,2006,1544.74645481,1008.96558243
Niger,NER,2010,1860.66905676,845.553028684
Niger,NER,2016,2421.45673771,911.212151549
Nigeria,NGA,1990,17510.1956066,4767.48188037
Nigeria,NGA,1995,18683.2719498,5178.85646585
Nigeria,NGA,2000,18717.4506972,6358.70343807
Nigeria,NGA,2005,13008.3017065,6311.03668979
Nigeria,NGA,2006,12219.575589,6190.02796575
Nigeria,NGA,2010,10833.9859319,6014.77125967
Nigeria,NGA,2016,11026.3033408,4963.59625933
North Africa and Middle East,,1990,167378.92261,59275.8238318
North Africa and Middle East,,1995,194364.954793,56235.1881426
North Africa and Middle East,,2000,206091.58999,53609.9077562
North Africa and Middle East,,2005,223217.636824,54050.746389
North Africa and Middle East,,2006,225927.4938,53782.5926627
North Africa and Middle East,,2010,240949.137703,55590.0437421
North Africa and Middle East,,2016,271160.097746,57833.1819933
North America,,1990,467381.911744,21773.8402441
North America,,1995,485056.473041,21364.9939954
North America,,2000,499305.492052,20082.2235484
North America,,2005,502596.408395,17554.7879451
North America,,2006,496592.946925,17182.4377534
North America,,2010,483660.502796,16297.4845633
North America,,2016,525773.831338,17848.3585251
North Korea,PRK,1990,29746.2623241,2878.08339736
North Korea,PRK,1995,36968.7170596,3615.51876423
North Korea,PRK,2000,45161.2480784,4643.15124532
North Korea,PRK,2005,53022.1573328,5312.0368663
North Korea,PRK,2006,54293.5366746,5423.87694823
North Korea,PRK,2010,59772.7182318,5887.4603387
North Korea,PRK,2016,66159.9019804,5940.12604224
Northern Ireland,,1990,3544.68694275,222.200273007
Northern Ireland,,1995,3194.90333072,195.939958068
Northern Ireland,,2000,2924.95503303,151.941257517
Northern Ireland,,2005,2726.07900757,111.321145894
Northern Ireland,,2006,2714.21084434,108.803232334
Northern Ireland,,2010,2679.77781649,101.086838591
Northern Ireland,,2016,2977.94325819,115.568273718
Northern Mariana Islands,MNP,1990,21.9230092621,2.71380493641
Northern Mariana Islands,MNP,1995,24.4298332338,3.24575961728
Northern Mariana Islands,MNP,2000,25.4989340593,3.60725521151
Northern Mariana Islands,MNP,2005,30.1195113925,4.2054261193
Northern Mariana Islands,MNP,2006,31.2764597307,4.30323345217
Northern Mariana Islands,MNP,2010,37.7466377919,5.11524252567
Northern Mariana Islands,MNP,2016,49.1892129169,6.6337988391
Norway,NOR,1990,7099.20823934,557.847984554
Norway,NOR,1995,7075.6109946,500.844068922
Norway,NOR,2000,7078.50844395,389.790858709
Norway,NOR,2005,6661.11376946,310.371292993
Norway,NOR,2006,6627.86444647,304.666255967
Norway,NOR,2010,6613.53171544,281.975482989
Norway,NOR,2016,5989.41827471,272.664986665
Oceania,,1990,7521.63050847,1536.87110644
Oceania,,1995,8383.59517202,1636.34394022
Oceania,,2000,9317.59899968,1688.52008625
Oceania,,2005,11010.2683046,1964.89621474
Oceania,,2006,11369.2017554,2044.68943207
Oceania,,2010,12696.6840585,2325.08989036
Oceania,,2016,13862.3005481,2538.0527697
Oman,OMN,1990,325.964199885,192.687360446
Oman,OMN,1995,406.04116321,162.837636287
Oman,OMN,2000,368.346212719,169.325582206
Oman,OMN,2005,336.786441911,182.872573547
Oman,OMN,2006,339.022166932,187.078197658
Oman,OMN,2010,411.816626616,212.471741216
Oman,OMN,2016,729.474398653,255.835414225
Pakistan,PAK,1990,68605.8186975,20946.6871966
Pakistan,PAK,1995,93048.8912146,23579.5549081
Pakistan,PAK,2000,115152.51735,25726.2973081
Pakistan,PAK,2005,127533.212109,27070.3514963
Pakistan,PAK,2006,127068.606229,27456.5175629
Pakistan,PAK,2010,126916.844267,28514.8336892
Pakistan,PAK,2016,130873.823891,30085.4267964
Palestine,PSE,1990,692.242825498,201.878523942
Palestine,PSE,1995,837.988782045,229.07711735
Palestine,PSE,2000,1139.37327393,272.927262864
Palestine,PSE,2005,1418.07681906,268.432959747
Palestine,PSE,2006,1458.30503332,270.714220397
Palestine,PSE,2010,1690.72985739,307.737320515
Palestine,PSE,2016,2324.23419301,412.468827707
Panama,PAN,1990,755.82550364,134.127003085
Panama,PAN,1995,862.774547501,143.955742612
Panama,PAN,2000,827.844094259,139.359829617
Panama,PAN,2005,911.254547283,130.346709916
Panama,PAN,2006,893.974047232,129.774362445
Panama,PAN,2010,814.948578026,140.486069512
Panama,PAN,2016,776.950793301,141.627662828
Papua New Guinea,PNG,1990,5864.55070494,1248.23641823
Papua New Guinea,PNG,1995,6549.2289342,1305.75527781
Papua New Guinea,PNG,2000,7351.69384442,1300.90304009
Papua New Guinea,PNG,2005,8855.48024135,1516.12756773
Papua New Guinea,PNG,2006,9167.88642874,1582.01613667
Papua New Guinea,PNG,2010,10326.8186102,1798.64402059
Papua New Guinea,PNG,2016,11251.5215777,1944.51664437
Paraguay,PRY,1990,1592.64075939,367.105060992
Paraguay,PRY,1995,1930.84494624,381.595559597
Paraguay,PRY,2000,2286.57596851,420.728961002
Paraguay,PRY,2005,2747.39617191,475.800409094
Paraguay,PRY,2006,2837.54466719,485.977247047
Paraguay,PRY,2010,3152.10644805,550.933751357
Paraguay,PRY,2016,3435.01388892,654.358113726
Peru,PER,1990,4854.44820364,2049.3283715
Peru,PER,1995,6169.48315123,1747.09858713
Peru,PER,2000,5381.54245734,1413.76235374
Peru,PER,2005,5508.54933862,1255.97704057
Peru,PER,2006,5540.99115817,1213.23704627
